,WEEK_END_DATE,STORE_NUM,UPC,UNITS,VISITS,HHS,SPEND,PRICE,BASE_PRICE,FEATURE,DISPLAY,TPR_ONLY,Desc,Category,Sub-Category,SUMPRICE,COUNTPRICE,AVGPRICE,RELPRICE
246388,2010-06-23,367.0,3000006340,5.0,5.0,5.0,13.7,2.74,2.74,0.0,0.0,0.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,19.59,7,2.7985714285714285,0.9790709545686576
246392,2010-06-23,367.0,3800031829,28.0,23.0,13.0,76.44,2.73,2.73,0.0,0.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,19.59,7,2.7985714285714285,0.9754977029096478
249818,2010-06-30,367.0,1111085319,9.0,9.0,9.0,17.01,1.89,1.89,0.0,0.0,0.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,19.21,7,2.744285714285714,0.6887038001041125
249820,2010-06-30,367.0,1111085350,13.0,13.0,13.0,30.81,2.37,2.37,0.0,0.0,0.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,19.21,7,2.744285714285714,0.8636127017178553
249824,2010-06-30,367.0,1600027527,9.0,8.0,8.0,28.53,3.17,3.17,0.0,0.0,0.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,19.21,7,2.744285714285714,1.15512753774076
249825,2010-06-30,367.0,1600027528,57.0,48.0,42.0,163.02,2.86,4.59,1.0,1.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,19.21,7,2.744285714285714,1.0421655387818844
249826,2010-06-30,367.0,1600027564,24.0,20.0,9.0,76.56,3.19,3.19,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,19.21,7,2.744285714285714,1.1624154086413327
249829,2010-06-30,367.0,3000006340,3.0,3.0,3.0,8.22,2.74,2.74,0.0,0.0,0.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,19.21,7,2.744285714285714,0.9984383133784488
249834,2010-06-30,367.0,3800031829,18.0,17.0,7.0,53.82,2.99,2.99,0.0,0.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,19.21,7,2.744285714285714,1.0895366996356066
253245,2010-07-07,367.0,1111085319,12.0,11.0,11.0,22.68,1.89,1.89,0.0,0.0,0.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,18.62,7,2.66,0.7105263157894736
253247,2010-07-07,367.0,1111085350,20.0,18.0,18.0,46.6,2.33,2.33,0.0,0.0,0.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,18.62,7,2.66,0.8759398496240601
253251,2010-07-07,367.0,1600027527,23.0,18.0,17.0,72.91,3.17,3.17,0.0,0.0,0.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,18.62,7,2.66,1.1917293233082706
253252,2010-07-07,367.0,1600027528,76.0,68.0,63.0,197.6,2.6,4.59,1.0,1.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,18.62,7,2.66,0.9774436090225563
253253,2010-07-07,367.0,1600027564,22.0,21.0,15.0,63.8,2.9,2.9,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,18.62,7,2.66,1.0902255639097744
253255,2010-07-07,367.0,3000006340,7.0,7.0,5.0,19.18,2.74,2.74,0.0,0.0,0.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,18.62,7,2.66,1.0300751879699248
253260,2010-07-07,367.0,3800031829,26.0,20.0,10.0,77.74,2.99,2.99,0.0,0.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,18.62,7,2.66,1.1240601503759398
256685,2010-07-14,367.0,1111085319,11.0,11.0,10.0,20.79,1.89,1.89,0.0,0.0,0.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,19.18,7,2.7399999999999998,0.6897810218978102
256687,2010-07-14,367.0,1111085350,7.0,7.0,7.0,16.52,2.36,2.36,0.0,0.0,0.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,19.18,7,2.7399999999999998,0.8613138686131387
256691,2010-07-14,367.0,1600027527,20.0,20.0,20.0,63.4,3.17,3.17,0.0,0.0,0.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,19.18,7,2.7399999999999998,1.1569343065693432
256692,2010-07-14,367.0,1600027528,31.0,27.0,23.0,117.18,3.78,4.59,1.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,19.18,7,2.7399999999999998,1.3795620437956204
256693,2010-07-14,367.0,1600027564,24.0,23.0,22.0,73.44,3.06,3.06,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,19.18,7,2.7399999999999998,1.1167883211678833
256696,2010-07-14,367.0,3000006340,7.0,7.0,5.0,19.18,2.74,2.74,0.0,0.0,0.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,19.18,7,2.7399999999999998,1.0000000000000002
256701,2010-07-14,367.0,3800031829,32.0,26.0,23.0,69.76,2.18,2.99,1.0,0.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,19.18,7,2.7399999999999998,0.7956204379562045
260128,2010-07-21,367.0,1111085319,14.0,13.0,13.0,26.32,1.88,1.88,0.0,0.0,0.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,20.71,7,2.9585714285714286,0.6354418155480444
260130,2010-07-21,367.0,1111085350,13.0,13.0,13.0,31.07,2.39,2.39,0.0,0.0,0.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,20.71,7,2.9585714285714286,0.8078223080637373
260134,2010-07-21,367.0,1600027527,15.0,15.0,15.0,47.55,3.17,3.17,0.0,0.0,0.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.71,7,2.9585714285714286,1.0714630613230323
260135,2010-07-21,367.0,1600027528,25.0,22.0,10.0,114.75,4.59,4.59,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.71,7,2.9585714285714286,1.551424432641236
260136,2010-07-21,367.0,1600027564,27.0,21.0,13.0,79.65,2.95,2.95,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.71,7,2.9585714285714286,0.9971028488652826
260139,2010-07-21,367.0,3000006340,3.0,3.0,1.0,8.22,2.74,2.74,0.0,0.0,0.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,20.71,7,2.9585714285714286,0.9261226460647031
260145,2010-07-21,367.0,3800031829,23.0,20.0,8.0,68.77,2.99,2.99,0.0,0.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,20.71,7,2.9585714285714286,1.0106228874939642
263623,2010-07-28,367.0,1111085319,13.0,12.0,12.0,24.57,1.89,1.89,0.0,0.0,0.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,20.96,7,2.994285714285714,0.6312022900763359
263625,2010-07-28,367.0,1111085350,1.0,1.0,1.0,2.39,2.39,2.39,0.0,0.0,0.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,20.96,7,2.994285714285714,0.7981870229007634
263629,2010-07-28,367.0,1600027527,17.0,17.0,17.0,53.89,3.17,3.17,0.0,0.0,0.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.96,7,2.994285714285714,1.0586832061068703
263630,2010-07-28,367.0,1600027528,33.0,26.0,15.0,151.47,4.59,4.59,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.96,7,2.994285714285714,1.5329198473282442
263631,2010-07-28,367.0,1600027564,15.0,15.0,11.0,47.85,3.19,3.19,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.96,7,2.994285714285714,1.0653625954198473
263633,2010-07-28,367.0,3000006340,4.0,4.0,2.0,10.96,2.74,2.74,0.0,0.0,0.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,20.96,7,2.994285714285714,0.9150763358778626
263637,2010-07-28,367.0,3800031829,17.0,14.0,9.0,50.83,2.99,2.99,0.0,0.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,20.96,7,2.994285714285714,0.9985687022900764
267055,2010-08-04,367.0,1111085319,17.0,17.0,17.0,31.79,1.87,1.87,0.0,0.0,0.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,20.939999999999998,7,2.991428571428571,0.6251193887297041
267057,2010-08-04,367.0,1111085350,11.0,11.0,11.0,26.29,2.39,2.39,0.0,0.0,0.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,20.939999999999998,7,2.991428571428571,0.7989493791786056
267061,2010-08-04,367.0,1600027527,14.0,13.0,13.0,44.38,3.17,3.17,0.0,0.0,0.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.939999999999998,7,2.991428571428571,1.0596943648519581
267062,2010-08-04,367.0,1600027528,32.0,26.0,11.0,146.88,4.59,4.59,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.939999999999998,7,2.991428571428571,1.534383954154728
267063,2010-08-04,367.0,1600027564,21.0,19.0,14.0,66.99,3.19,3.19,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.939999999999998,7,2.991428571428571,1.0663801337153773
267066,2010-08-04,367.0,3000006340,1.0,1.0,1.0,2.74,2.74,2.74,0.0,0.0,0.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,20.939999999999998,7,2.991428571428571,0.9159503342884433
267072,2010-08-04,367.0,3800031829,13.0,12.0,9.0,38.87,2.99,2.99,0.0,0.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,20.939999999999998,7,2.991428571428571,0.9995224450811845
270545,2010-08-11,367.0,1111085319,22.0,21.0,20.0,37.4,1.7,1.7,0.0,0.0,0.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,17.82,7,2.545714285714286,0.6677890011223344
270547,2010-08-11,367.0,1111085350,33.0,27.0,27.0,65.01,1.97,2.39,1.0,0.0,0.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,17.82,7,2.545714285714286,0.7738496071829405
270551,2010-08-11,367.0,1600027527,18.0,20.0,19.0,56.7,3.15,3.15,0.0,0.0,0.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,17.82,7,2.545714285714286,1.2373737373737372
270552,2010-08-11,367.0,1600027528,103.0,85.0,75.0,288.4,2.8,4.59,1.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,17.82,7,2.545714285714286,1.099887766554433
270553,2010-08-11,367.0,1600027564,14.0,14.0,10.0,41.44,2.96,2.96,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,17.82,7,2.545714285714286,1.1627384960718294
270556,2010-08-11,367.0,3000006340,39.0,28.0,26.0,87.75,2.25,2.74,1.0,0.0,0.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,17.82,7,2.545714285714286,0.8838383838383838
270561,2010-08-11,367.0,3800031829,26.0,24.0,17.0,77.74,2.99,2.99,0.0,0.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,17.82,7,2.545714285714286,1.1745230078563411
274039,2010-08-18,367.0,1111085319,17.0,16.0,16.0,32.13,1.89,1.89,0.0,0.0,0.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,20.0,7,2.857142857142857,0.6615
274041,2010-08-18,367.0,1111085350,20.0,16.0,16.0,47.6,2.38,2.38,0.0,0.0,0.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,20.0,7,2.857142857142857,0.833
274045,2010-08-18,367.0,1600027527,14.0,14.0,14.0,40.6,2.9,2.9,0.0,0.0,0.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.0,7,2.857142857142857,1.015
274046,2010-08-18,367.0,1600027528,27.0,22.0,13.0,121.5,4.5,4.5,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.0,7,2.857142857142857,1.575
274047,2010-08-18,367.0,1600027564,9.0,7.0,5.0,22.32,2.48,2.96,0.0,0.0,1.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.0,7,2.857142857142857,0.868
274050,2010-08-18,367.0,3000006340,5.0,3.0,3.0,14.3,2.86,2.74,0.0,1.0,0.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,20.0,7,2.857142857142857,1.001
274055,2010-08-18,367.0,3800031829,9.0,9.0,8.0,26.91,2.99,2.99,0.0,0.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,20.0,7,2.857142857142857,1.0465
277474,2010-08-25,367.0,1111085319,23.0,21.0,21.0,43.47,1.89,1.89,0.0,0.0,0.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,20.79,7,2.9699999999999998,0.6363636363636364
277476,2010-08-25,367.0,1111085350,15.0,13.0,13.0,35.4,2.36,2.36,0.0,0.0,0.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,20.79,7,2.9699999999999998,0.7946127946127947
277480,2010-08-25,367.0,1600027527,15.0,15.0,15.0,32.25,2.15,2.9,0.0,0.0,1.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.79,7,2.9699999999999998,0.7239057239057239
277481,2010-08-25,367.0,1600027528,19.0,18.0,9.0,87.21,4.59,4.59,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.79,7,2.9699999999999998,1.5454545454545456
277482,2010-08-25,367.0,1600027564,27.0,22.0,14.0,73.44,2.72,2.72,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.79,7,2.9699999999999998,0.915824915824916
277485,2010-08-25,367.0,3000006340,5.0,5.0,2.0,20.45,4.09,4.09,0.0,0.0,0.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,20.79,7,2.9699999999999998,1.3771043771043772
277490,2010-08-25,367.0,3800031829,13.0,12.0,3.0,38.87,2.99,2.99,0.0,0.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,20.79,7,2.9699999999999998,1.006734006734007
280969,2010-09-01,367.0,1111085319,9.0,8.0,8.0,16.83,1.87,1.87,0.0,0.0,0.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,20.490000000000002,7,2.9271428571428575,0.6388482186432406
280971,2010-09-01,367.0,1111085350,26.0,22.0,21.0,50.7,1.95,2.36,0.0,0.0,1.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,20.490000000000002,7,2.9271428571428575,0.6661786237188871
280975,2010-09-01,367.0,1600027527,36.0,34.0,34.0,71.28,1.98,2.9,0.0,0.0,1.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.490000000000002,7,2.9271428571428575,0.6764275256222547
280976,2010-09-01,367.0,1600027528,18.0,14.0,5.0,82.62,4.59,4.59,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.490000000000002,7,2.9271428571428575,1.5680819912152266
280977,2010-09-01,367.0,1600027564,19.0,17.0,13.0,57.38,3.02,3.02,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.490000000000002,7,2.9271428571428575,1.0317227916056613
280979,2010-09-01,367.0,3000006340,3.0,3.0,3.0,12.27,4.09,4.09,0.0,0.0,0.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,20.490000000000002,7,2.9271428571428575,1.3972669594924352
280982,2010-09-01,367.0,3800031829,20.0,16.0,6.0,59.8,2.99,2.99,0.0,0.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,20.490000000000002,7,2.9271428571428575,1.0214738897022937
284458,2010-09-08,367.0,1111085319,23.0,22.0,22.0,43.01,1.87,1.87,0.0,0.0,0.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,19.310000000000002,7,2.758571428571429,0.6778871051268772
284460,2010-09-08,367.0,1111085350,28.0,27.0,27.0,54.6,1.95,2.36,0.0,0.0,1.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,19.310000000000002,7,2.758571428571429,0.7068876229932677
284464,2010-09-08,367.0,1600027527,14.0,14.0,14.0,40.6,2.9,2.9,0.0,0.0,0.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,19.310000000000002,7,2.758571428571429,1.0512687726566545
284465,2010-09-08,367.0,1600027528,24.0,23.0,18.0,110.16,4.59,4.59,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,19.310000000000002,7,2.758571428571429,1.663904712584153
284466,2010-09-08,367.0,1600027564,16.0,15.0,12.0,41.44,2.59,3.02,0.0,0.0,1.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,19.310000000000002,7,2.758571428571429,0.9388917659243914
284469,2010-09-08,367.0,3000006340,24.0,22.0,16.0,58.08,2.42,4.09,1.0,1.0,0.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,19.310000000000002,7,2.758571428571429,0.8772656654583116
284475,2010-09-08,367.0,3800031829,21.0,17.0,7.0,62.79,2.99,2.99,0.0,0.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,19.310000000000002,7,2.758571428571429,1.0838943552563438
287942,2010-09-15,367.0,1111085319,14.0,13.0,13.0,23.66,1.69,1.69,0.0,0.0,0.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,16.72,6,2.7866666666666666,0.6064593301435407
287944,2010-09-15,367.0,1111085350,24.0,22.0,22.0,47.76,1.99,2.36,0.0,0.0,1.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,16.72,6,2.7866666666666666,0.7141148325358851
287948,2010-09-15,367.0,1600027527,20.0,20.0,19.0,62.4,3.12,3.12,0.0,0.0,0.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,16.72,6,2.7866666666666666,1.1196172248803828
287949,2010-09-15,367.0,1600027528,17.0,15.0,10.0,78.03,4.59,4.59,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,16.72,6,2.7866666666666666,1.6471291866028708
287950,2010-09-15,367.0,1600027564,19.0,18.0,13.0,60.61,3.19,3.19,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,16.72,6,2.7866666666666666,1.144736842105263
287953,2010-09-15,367.0,3000006340,23.0,21.0,20.0,49.22,2.14,4.09,1.0,1.0,0.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,16.72,6,2.7866666666666666,0.7679425837320575
291440,2010-09-22,367.0,1111085319,24.0,22.0,22.0,39.84,1.66,1.66,0.0,0.0,0.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,19.020000000000003,7,2.7171428571428575,0.6109358569926392
291442,2010-09-22,367.0,1111085350,29.0,24.0,24.0,57.42,1.98,2.36,0.0,0.0,1.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,19.020000000000003,7,2.7171428571428575,0.7287066246056781
291446,2010-09-22,367.0,1600027527,10.0,10.0,10.0,31.2,3.12,3.12,0.0,0.0,0.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,19.020000000000003,7,2.7171428571428575,1.1482649842271293
291447,2010-09-22,367.0,1600027528,28.0,23.0,12.0,128.52,4.59,4.59,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,19.020000000000003,7,2.7171428571428575,1.6892744479495265
291448,2010-09-22,367.0,1600027564,13.0,12.0,9.0,35.1,2.7,3.19,0.0,0.0,1.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,19.020000000000003,7,2.7171428571428575,0.9936908517350157
291451,2010-09-22,367.0,3000006340,15.0,12.0,11.0,29.7,1.98,4.09,1.0,1.0,0.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,19.020000000000003,7,2.7171428571428575,0.7287066246056781
291456,2010-09-22,367.0,3800031829,23.0,19.0,11.0,68.77,2.99,2.99,0.0,0.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,19.020000000000003,7,2.7171428571428575,1.100420609884332
294913,2010-09-29,367.0,1111085319,22.0,20.0,18.0,35.2,1.6,1.6,0.0,0.0,0.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,19.200000000000003,7,2.7428571428571433,0.5833333333333333
294915,2010-09-29,367.0,1111085350,20.0,16.0,16.0,47.6,2.38,2.38,0.0,0.0,0.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,19.200000000000003,7,2.7428571428571433,0.8677083333333332
294919,2010-09-29,367.0,1600027527,56.0,47.0,47.0,112.0,2.0,3.12,1.0,0.0,0.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,19.200000000000003,7,2.7428571428571433,0.7291666666666665
294920,2010-09-29,367.0,1600027528,36.0,29.0,12.0,165.24,4.59,4.59,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,19.200000000000003,7,2.7428571428571433,1.6734374999999997
294921,2010-09-29,367.0,1600027564,24.0,19.0,12.0,73.44,3.06,3.06,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,19.200000000000003,7,2.7428571428571433,1.1156249999999999
294923,2010-09-29,367.0,3000006340,7.0,6.0,5.0,18.06,2.58,4.09,0.0,0.0,1.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,19.200000000000003,7,2.7428571428571433,0.9406249999999998
294928,2010-09-29,367.0,3800031829,20.0,17.0,8.0,59.8,2.99,2.99,0.0,0.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,19.200000000000003,7,2.7428571428571433,1.0901041666666667
298437,2010-10-06,367.0,1111085319,12.0,10.0,10.0,20.28,1.69,1.69,0.0,0.0,0.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,21.4,7,3.057142857142857,0.552803738317757
298439,2010-10-06,367.0,1111085350,24.0,22.0,22.0,45.12,1.88,2.38,0.0,0.0,1.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,21.4,7,3.057142857142857,0.6149532710280374
298443,2010-10-06,367.0,1600027527,29.0,28.0,28.0,86.13,2.97,2.97,0.0,0.0,0.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,21.4,7,3.057142857142857,0.9714953271028038
298444,2010-10-06,367.0,1600027528,29.0,23.0,13.0,133.11,4.59,4.59,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,21.4,7,3.057142857142857,1.5014018691588786
298445,2010-10-06,367.0,1600027564,14.0,14.0,11.0,44.66,3.19,3.19,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,21.4,7,3.057142857142857,1.0434579439252336
298448,2010-10-06,367.0,3000006340,2.0,2.0,2.0,8.18,4.09,4.09,0.0,0.0,0.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,21.4,7,3.057142857142857,1.3378504672897196
298452,2010-10-06,367.0,3800031829,29.0,23.0,9.0,86.71,2.99,2.99,0.0,0.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,21.4,7,3.057142857142857,0.9780373831775703
301969,2010-10-13,367.0,1111085319,30.0,24.0,24.0,48.0,1.6,1.6,0.0,0.0,0.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,21.240000000000002,7,3.0342857142857147,0.527306967984934
301971,2010-10-13,367.0,1111085350,15.0,14.0,14.0,29.1,1.94,2.38,0.0,0.0,1.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,21.240000000000002,7,3.0342857142857147,0.6393596986817325
301975,2010-10-13,367.0,1600027527,31.0,29.0,29.0,93.93,3.03,3.03,0.0,0.0,0.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,21.240000000000002,7,3.0342857142857147,0.9985875706214687
301976,2010-10-13,367.0,1600027528,27.0,24.0,15.0,123.93,4.59,4.59,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,21.240000000000002,7,3.0342857142857147,1.5127118644067794
301977,2010-10-13,367.0,1600027564,17.0,17.0,13.0,51.0,3.0,3.0,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,21.240000000000002,7,3.0342857142857147,0.9887005649717513
301979,2010-10-13,367.0,3000006340,3.0,3.0,2.0,12.27,4.09,4.09,0.0,0.0,0.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,21.240000000000002,7,3.0342857142857147,1.3479284369114874
301983,2010-10-13,367.0,3800031829,16.0,15.0,11.0,47.84,2.99,2.99,0.0,0.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,21.240000000000002,7,3.0342857142857147,0.9854048964218455
305435,2010-10-20,367.0,1111085319,15.0,15.0,15.0,24.9,1.66,1.66,0.0,0.0,0.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,21.35,7,3.0500000000000003,0.5442622950819671
305437,2010-10-20,367.0,1111085350,18.0,16.0,16.0,35.28,1.96,2.38,0.0,0.0,1.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,21.35,7,3.0500000000000003,0.642622950819672
305441,2010-10-20,367.0,1600027527,29.0,27.0,27.0,90.48,3.12,3.12,0.0,0.0,0.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,21.35,7,3.0500000000000003,1.022950819672131
305442,2010-10-20,367.0,1600027528,15.0,10.0,6.0,68.85,4.59,4.59,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,21.35,7,3.0500000000000003,1.504918032786885
