WEEK_END_DATE,STORE_NUM,UPC,UNITS,VISITS,HHS,SPEND,PRICE,BASE_PRICE,FEATURE,DISPLAY,TPR_ONLY,DESCRIPTION,CATEGORY,SUB_CATEGORY
2010-01-06,367,1600027564,22,21,17,72.38,3.29,3.29,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-01-06,367,3000006340,18,17,16,34.74,1.93,2.74,0,1,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2010-01-06,367,3800031829,19,16,9,56.81,2.99,2.99,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2010-01-13,367,1111085319,17,16,16,31.96,1.88,1.88,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2010-01-13,367,1111085350,34,27,27,68,2,2.37,0,0,1,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2010-01-13,367,1600027527,24,24,24,70.8,2.95,2.95,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-01-13,367,1600027528,21,18,10,96.39,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-01-13,367,1600027564,17,17,15,55.93,3.29,3.29,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-01-13,367,3000006340,21,20,18,42.84,2.04,2.74,1,1,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2010-01-13,367,3800031829,30,24,19,89.7,2.99,2.99,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2010-01-20,367,1111085319,16,16,16,29.92,1.87,1.87,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2010-01-20,367,1111085350,6,5,5,12,2,2.37,0,0,1,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2010-01-20,367,1600027527,28,28,27,79.52,2.84,2.84,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-01-20,367,1600027528,5,4,3,22.95,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-01-20,367,1600027564,4,4,4,13.16,3.29,3.29,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-01-20,367,3000006340,7,6,5,19.18,2.74,2.74,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2010-01-20,367,3800031829,23,14,12,68.77,2.99,2.99,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2010-01-27,367,1111085319,12,10,10,22.44,1.87,1.87,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2010-01-27,367,1111085350,23,20,20,46,2,2.37,0,0,1,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2010-01-27,367,1600027527,26,25,25,76.7,2.95,2.95,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-01-27,367,1600027528,29,19,6,133.11,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-01-27,367,1600027564,39,33,27,109.2,2.8,3.29,1,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-01-27,367,3000006340,8,6,4,21.92,2.74,2.74,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2010-01-27,367,3800031829,29,25,13,86.71,2.99,2.99,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2010-02-03,367,1111085319,9,8,8,17.01,1.89,1.89,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2010-02-03,367,1111085350,17,14,14,40.63,2.39,2.39,0,0,0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2010-02-03,367,1600027527,11,11,11,32.45,2.95,2.95,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-02-03,367,1600027528,15,13,9,68.85,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-02-03,367,1600027564,21,19,10,69.09,3.29,3.29,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-02-03,367,3000006340,4,4,3,10.96,2.74,2.74,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2010-02-03,367,3800031829,26,22,14,77.74,2.99,2.99,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2010-02-10,367,1111085319,23,19,19,37.95,1.65,1.89,0,0,1,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2010-02-10,367,1111085350,20,20,20,47.6,2.38,2.38,0,0,0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2010-02-10,367,1600027527,24,24,24,74.64,3.11,3.11,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-02-10,367,1600027528,21,19,13,96.39,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-02-10,367,1600027564,26,25,25,69.16,2.66,3.29,0,0,1,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-02-10,367,3000006340,8,6,6,21.92,2.74,2.74,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2010-02-10,367,3800031829,41,33,25,122.59,2.99,2.99,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2010-02-17,367,1111085319,26,23,22,43.16,1.66,1.89,0,0,1,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2010-02-17,367,1111085350,26,25,25,60.58,2.33,2.33,0,0,0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2010-02-17,367,1600027527,25,23,23,74.5,2.98,2.98,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-02-17,367,1600027528,54,51,48,152.82,2.83,4.59,1,1,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-02-17,367,1600027564,16,16,12,29.6,1.85,3.29,0,0,1,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-02-17,367,3000006340,5,4,4,13.7,2.74,2.74,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2010-02-17,367,3800031829,30,25,20,89.7,2.99,2.99,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2010-02-24,367,1111085319,25,21,21,42,1.68,1.89,0,0,1,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2010-02-24,367,1111085350,12,11,11,27.96,2.33,2.33,0,0,0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2010-02-24,367,1600027527,10,10,10,33.9,3.39,3.39,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-02-24,367,1600027528,59,45,39,175.23,2.97,4.59,1,1,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-02-24,367,1600027564,16,16,11,36.16,2.26,3.29,0,0,1,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-02-24,367,3000006340,6,6,2,16.44,2.74,2.74,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2010-02-24,367,3800031829,18,16,9,53.82,2.99,2.99,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2010-03-03,367,1111085319,9,9,8,15.03,1.67,1.89,0,0,1,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2010-03-03,367,1111085350,17,14,13,40.29,2.37,2.37,0,0,0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2010-03-03,367,1600027527,11,11,11,37.29,3.39,3.39,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-03-03,367,1600027528,16,12,7,73.44,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-03-03,367,1600027564,22,21,13,65.78,2.99,2.99,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-03-03,367,3000006340,6,6,4,16.44,2.74,2.74,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2010-03-03,367,3800031829,43,38,21,116.53,2.71,2.99,1,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2010-03-10,367,1111085319,17,16,16,27.88,1.64,1.89,0,0,1,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2010-03-10,367,1111085350,16,15,15,37.76,2.36,2.36,0,0,0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2010-03-10,367,1600027527,15,15,15,50.85,3.39,3.39,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-03-10,367,1600027528,19,17,9,87.21,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-03-10,367,1600027564,18,17,14,46.08,2.56,2.99,0,0,1,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-03-10,367,3000006340,13,13,9,35.62,2.74,2.74,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2010-03-10,367,3800031829,34,29,16,101.66,2.99,2.99,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2010-03-17,367,1111085319,1,1,1,1.87,1.87,1.87,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2010-03-17,367,1111085350,12,9,9,23.76,1.98,2.36,0,0,1,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2010-03-17,367,1600027527,10,9,9,33.9,3.39,3.39,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-03-17,367,1600027528,8,6,4,36.72,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-03-17,367,1600027564,7,7,5,21.42,3.06,3.06,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-03-17,367,3000006340,1,1,1,2.74,2.74,2.74,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2010-03-17,367,3800031829,9,8,7,26.91,2.99,2.99,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2010-03-24,367,1111085319,7,6,6,13.02,1.86,1.86,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2010-03-24,367,1111085350,13,13,12,26,2,2.36,0,0,1,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2010-03-24,367,1600027527,7,6,5,23.73,3.39,3.39,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-03-24,367,1600027528,19,15,6,87.21,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-03-24,367,1600027564,16,14,12,49.28,3.08,3.08,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-03-24,367,3000006340,5,5,5,13.7,2.74,2.74,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2010-03-24,367,3800031829,43,35,25,122.55,2.85,2.99,1,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2010-03-31,367,1111085319,6,5,5,11.16,1.86,1.86,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2010-03-31,367,1111085350,27,21,21,53.19,1.97,2.36,0,0,1,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2010-03-31,367,1600027527,10,10,10,30.5,3.05,3.39,0,0,1,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-03-31,367,1600027528,25,19,11,114.75,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-03-31,367,1600027564,46,38,18,151.34,3.29,3.29,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-03-31,367,3000006340,10,9,7,27.4,2.74,2.74,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2010-03-31,367,3800031829,32,28,18,91.84,2.87,2.99,1,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2010-04-07,367,1111085319,16,16,16,26.56,1.66,1.86,0,0,1,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2010-04-07,367,1111085350,22,21,21,42.9,1.95,2.36,0,0,1,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2010-04-07,367,1600027527,15,15,15,47.4,3.16,3.16,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-04-07,367,1600027528,36,22,15,165.24,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-04-07,367,1600027564,15,15,8,49.35,3.29,3.29,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-04-07,367,3000006340,16,15,12,43.84,2.74,2.74,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2010-04-07,367,3800031829,35,28,15,104.65,2.99,2.99,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2010-04-14,367,1111085319,31,30,29,51.15,1.65,1.86,0,0,1,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2010-04-14,367,1111085350,23,21,21,45.08,1.96,2.36,0,0,1,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2010-04-14,367,1600027527,18,18,18,61.02,3.39,3.39,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-04-14,367,1600027528,24,21,11,110.16,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-04-14,367,1600027564,17,16,12,49.3,2.9,3.29,0,0,1,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-04-14,367,3000006340,5,5,4,13.7,2.74,2.74,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2010-04-14,367,3800031829,35,28,18,104.65,2.99,2.99,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2010-04-21,367,1111085319,30,26,25,49.5,1.65,1.86,0,0,1,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2010-04-21,367,1111085350,28,22,21,54.88,1.96,2.36,0,0,1,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2010-04-21,367,1600027527,16,15,15,50.88,3.18,3.18,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-04-21,367,1600027528,23,20,11,105.57,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-04-21,367,1600027564,15,14,12,49.35,3.29,3.29,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-04-21,367,3800031829,30,24,14,89.7,2.99,2.99,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2010-04-28,367,1111085319,18,16,16,30.06,1.67,1.86,0,0,1,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2010-04-28,367,1111085350,28,22,22,55.72,1.99,1.99,0,0,0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2010-04-28,367,1600027527,7,7,7,23.73,3.39,3.39,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-04-28,367,1600027528,34,29,13,156.06,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-04-28,367,1600027564,25,25,17,82.25,3.29,3.29,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-04-28,367,3000006340,5,5,3,13.7,2.74,2.74,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2010-04-28,367,3800031829,26,22,11,77.74,2.99,2.99,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2010-05-05,367,1111085319,8,8,8,14.96,1.87,1.87,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2010-05-05,367,1111085350,26,23,23,51.48,1.98,1.98,0,0,0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2010-05-05,367,1600027527,13,13,13,44.07,3.39,3.39,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-05-05,367,1600027528,20,16,9,91.8,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-05-05,367,1600027564,25,20,15,75.75,3.03,3.03,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-05-05,367,3000006340,2,2,2,5.48,2.74,2.74,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2010-05-05,367,3800031829,29,24,8,82.36,2.84,2.99,1,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2010-05-12,367,1111085319,6,5,5,11.28,1.88,1.88,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2010-05-12,367,1111085350,6,5,5,11.88,1.98,1.98,0,0,0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2010-05-12,367,1600027527,19,18,18,60.99,3.21,3.21,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-05-12,367,1600027528,27,22,14,123.93,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-05-12,367,1600027564,28,24,18,88.76,3.17,3.17,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-05-12,367,3000006340,9,8,6,24.66,2.74,2.74,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2010-05-12,367,3800031829,30,22,13,89.7,2.99,2.99,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2010-05-19,367,1111085319,17,15,14,30.6,1.8,1.8,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2010-05-19,367,1111085350,37,32,32,72.15,1.95,1.95,0,0,0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2010-05-19,367,1600027527,18,17,16,51.12,2.84,3.21,0,0,1,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-05-19,367,1600027528,29,22,14,133.11,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-05-19,367,1600027564,29,28,23,60.61,2.09,3.17,0,0,1,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-05-19,367,3000006340,10,9,6,27.4,2.74,2.74,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2010-05-19,367,3800031829,18,15,9,53.82,2.99,2.99,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2010-05-26,367,1111085319,10,10,10,18.7,1.87,1.87,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2010-05-26,367,1111085350,53,45,45,104.41,1.97,1.95,1,1,0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2010-05-26,367,1600027527,16,15,14,50.72,3.17,3.17,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-05-26,367,1600027528,16,15,7,73.44,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-05-26,367,1600027564,19,17,13,54.91,2.89,2.89,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-05-26,367,3000006340,8,8,7,21.92,2.74,2.74,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2010-05-26,367,3800031829,26,22,10,77.74,2.99,2.99,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2010-06-02,367,1111085319,5,5,5,9.25,1.85,1.85,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2010-06-02,367,1111085350,16,14,14,31.84,1.99,1.99,0,0,0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2010-06-02,367,1600027527,3,3,3,7.14,2.38,3.17,0,0,1,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-06-02,367,1600027528,24,19,7,110.16,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-06-02,367,1600027564,16,14,12,38.24,2.39,2.89,0,0,1,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-06-02,367,3000006340,1,1,1,2.74,2.74,2.74,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2010-06-02,367,3800031829,36,26,13,107.64,2.99,2.99,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2010-06-09,367,1111085319,15,15,14,28.2,1.88,1.88,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2010-06-09,367,1111085350,39,33,33,74.1,1.9,1.99,1,0,0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2010-06-09,367,1600027527,15,13,13,44.4,2.96,2.96,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-06-09,367,1600027528,22,19,17,100.98,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-06-09,367,1600027564,21,20,15,60.69,2.89,2.89,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-06-09,367,3000006340,7,7,5,19.18,2.74,2.74,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2010-06-09,367,3800031829,37,28,22,110.63,2.99,2.99,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2010-06-16,367,1111085319,13,13,13,24.57,1.89,1.89,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2010-06-16,367,1111085350,26,21,20,49.66,1.91,1.91,0,0,0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2010-06-16,367,1600027527,30,27,27,95.1,3.17,3.17,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-06-16,367,1600027528,21,17,14,96.39,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-06-16,367,1600027564,32,29,15,98.88,3.09,3.09,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-06-16,367,3000006340,7,7,5,19.18,2.74,2.74,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2010-06-16,367,3800031829,29,20,14,78.3,2.7,2.99,1,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2010-06-23,367,1111085319,7,7,7,13.02,1.86,1.86,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2010-06-23,367,1111085350,22,17,17,43.78,1.99,1.99,0,0,0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2010-06-23,367,1600027527,12,12,12,34.92,2.91,2.91,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-06-23,367,1600027528,23,19,9,105.57,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-06-23,367,1600027564,23,23,19,63.71,2.77,3.09,0,0,1,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-06-23,367,3000006340,5,5,5,13.7,2.74,2.74,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2010-06-23,367,3800031829,28,23,13,76.44,2.73,2.73,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2010-06-30,367,1111085319,9,9,9,17.01,1.89,1.89,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2010-06-30,367,1111085350,13,13,13,30.81,2.37,2.37,0,0,0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2010-06-30,367,1600027527,9,8,8,28.53,3.17,3.17,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-06-30,367,1600027528,57,48,42,163.02,2.86,4.59,1,1,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-06-30,367,1600027564,24,20,9,76.56,3.19,3.19,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-06-30,367,3000006340,3,3,3,8.22,2.74,2.74,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2010-06-30,367,3800031829,18,17,7,53.82,2.99,2.99,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2010-07-07,367,1111085319,12,11,11,22.68,1.89,1.89,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2010-07-07,367,1111085350,20,18,18,46.6,2.33,2.33,0,0,0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2010-07-07,367,1600027527,23,18,17,72.91,3.17,3.17,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-07-07,367,1600027528,76,68,63,197.6,2.6,4.59,1,1,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
