WEEK_END_DATE,STORE_NUM,STORE_CITY,UPC,UNITS,VISITS,SPEND,PRICE,BASE_PRICE,FEATURE,DISPLAY,
2018-04-28,367,Montreal,88491201427,5,5,17.25,3.45,3.45,0,0,
2018-04-28,367,Montreal,88491212971,10,10,26,2.6,2.6,0,0,
2018-04-28,389,Laval,1111009477,176,155,258.72,1.47,1.47,0,1,
2018-04-28,389,Laval,1111009497,79,72,116.13,1.47,1.47,0,0,
2018-04-28,389,Laval,1111009507,96,83,143.04,1.49,1.49,0,1,
2018-04-28,389,Laval,1111035398,8,8,23.92,2.99,2.99,0,0,
2018-04-28,389,Laval,1111038078,39,25,39.39,1.01,1.58,1,1,
2018-04-28,389,Laval,1111038080,39,31,38.61,0.99,1.56,1,1,
2018-04-28,389,Laval,1111085319,78,68,128.7,1.65,1.85,0,0,
2018-04-28,389,Laval,1111085345,73,62,121.18,1.66,1.88,0,0,
2018-04-28,389,Laval,1111085350,145,131,285.65,1.97,1.97,0,0,
2018-04-28,389,Laval,1111087395,10,9,45.4,4.54,4.54,0,0,
2018-04-28,389,Laval,1111087396,14,12,61.88,4.42,4.42,0,0,
2018-04-28,389,Laval,1111087398,22,18,100.98,4.59,4.59,0,0,
2018-04-28,389,Laval,1600027527,103,90,301.79,2.93,2.93,0,0,
2018-04-28,389,Laval,1600027528,54,52,247.86,4.59,4.59,0,0,
2018-04-28,389,Laval,1600027564,63,56,204.12,3.24,3.24,0,0,
2018-04-28,389,Laval,2066200530,1,1,6.49,6.49,6.49,0,0,
2018-04-28,389,Laval,2066200531,3,3,19.47,6.49,6.49,0,0,
2018-04-28,389,Laval,2840002333,17,17,50.83,2.99,2.99,0,0,
2018-04-28,389,Laval,2840004768,28,28,83.72,2.99,2.99,0,0,
2018-04-28,389,Laval,2840004770,19,16,56.81,2.99,2.99,0,0,
2018-04-28,389,Laval,3000006340,17,17,49.64,2.92,2.92,0,0,
2018-04-28,389,Laval,3000006560,21,21,54.39,2.59,2.59,0,0,
2018-04-28,389,Laval,3000006610,27,27,69.93,2.59,2.59,0,0,
2018-04-28,389,Laval,3700019521,13,11,32.5,2.5,3.49,0,0,
2018-04-28,389,Laval,3700031613,5,5,19.95,3.99,3.99,0,0,
2018-04-28,389,Laval,3800031829,60,51,197.4,3.29,3.29,0,0,
2018-04-28,389,Laval,3800031838,363,306,715.11,1.97,2.75,1,1,
2018-04-28,389,Laval,3800039118,231,215,455.07,1.97,3.19,1,1,
2018-04-28,389,Laval,4116709428,3,3,12.87,4.29,4.29,0,0,
2018-04-28,389,Laval,4116709448,1,1,4.29,4.29,4.29,0,0,
2018-04-28,389,Laval,4116709565,2,2,9.58,4.79,4.79,0,0,
2018-04-28,389,Laval,7027312504,33,20,52.8,1.6,2.26,0,0,
2018-04-28,389,Laval,7027316204,40,26,66,1.65,1.99,0,0,
2018-04-28,389,Laval,7027316404,41,28,75.85,1.85,1.85,0,0,
2018-04-28,389,Laval,7110410455,6,6,14.94,2.49,2.49,0,0,
2018-04-28,389,Laval,7110410470,3,3,7.47,2.49,2.49,0,0,
2018-04-28,389,Laval,7110410471,1,1,2.49,2.49,2.49,0,0,
2018-04-28,389,Laval,7192100336,9,9,62.91,6.99,6.99,0,0,
2018-04-28,389,Laval,7192100337,9,8,62.91,6.99,6.99,0,0,
2018-04-28,389,Laval,7192100339,23,23,160.77,6.99,6.99,0,0,
2018-04-28,389,Laval,7218063052,6,5,37.62,6.27,6.27,0,0,
2018-04-28,389,Laval,7218063979,7,6,43.89,6.27,6.27,0,0,
2018-04-28,389,Laval,7218063983,6,6,37.62,6.27,6.27,0,0,
2018-04-28,389,Laval,7797502248,33,26,75.57,2.29,2.29,0,0,
2018-04-28,389,Laval,7797508004,28,28,83.72,2.99,2.99,0,0,
2018-04-28,389,Laval,7797508006,16,16,47.84,2.99,2.99,0,0,
2018-04-28,389,Laval,31254742725,2,2,7.98,3.99,3.99,0,0,
2018-04-28,389,Laval,31254742735,2,2,9.52,4.76,4.76,0,0,
2018-04-28,389,Laval,31254742835,17,16,80.92,4.76,4.76,0,0,
2018-04-28,389,Laval,88491201426,50,38,164.5,3.29,3.29,0,0,
2018-04-28,389,Laval,88491201427,23,21,78.89,3.43,3.43,0,0,
2018-04-28,389,Laval,88491212971,31,28,80.6,2.6,2.6,0,0,
2018-04-28,623,Ottawa,1111009477,35,29,34.65,0.99,1.21,0,0,
2018-04-28,623,Ottawa,1111009497,30,25,29.7,0.99,1.21,0,0,
2018-04-28,623,Ottawa,1111035398,4,4,9.76,2.44,2.95,0,0,
2018-04-28,623,Ottawa,1111038078,13,12,12.61,0.97,1.55,1,0,
2018-04-28,623,Ottawa,1111038080,14,11,13.86,0.99,1.58,1,0,
2018-04-28,623,Ottawa,1111085319,15,15,27.15,1.81,1.81,0,0,
2018-04-28,623,Ottawa,1111085345,17,14,31.45,1.85,1.85,0,0,
2018-04-28,623,Ottawa,1111085350,16,15,37.12,2.32,2.32,0,0,
2018-04-28,623,Ottawa,1111087395,12,11,40.08,3.34,3.34,0,0,
2018-04-28,623,Ottawa,1111087396,15,12,49.65,3.31,3.31,0,0,
2018-04-28,623,Ottawa,1111087398,14,11,46.34,3.31,3.31,0,0,
2018-04-28,623,Ottawa,1600027527,45,45,125.55,2.79,2.79,0,0,
2018-04-28,623,Ottawa,1600027528,15,15,62.25,4.15,4.15,0,0,
2018-04-28,623,Ottawa,1600027564,25,24,79.75,3.19,3.19,0,0,
2018-04-28,623,Ottawa,2066200530,5,4,32.45,6.49,6.49,0,0,
2018-04-28,623,Ottawa,2066200531,3,2,19.47,6.49,6.49,0,0,
2018-04-28,623,Ottawa,2066200532,3,3,19.47,6.49,6.49,0,0,
2018-04-28,623,Ottawa,2840002333,9,7,26.01,2.89,2.89,0,0,
2018-04-28,623,Ottawa,2840004768,8,7,23.12,2.89,2.89,0,0,
2018-04-28,623,Ottawa,2840004770,8,8,23.12,2.89,2.89,0,0,
2018-04-28,623,Ottawa,3000006340,14,13,37.94,2.71,2.71,0,0,
2018-04-28,623,Ottawa,3000006560,22,22,56.98,2.59,2.59,0,0,
2018-04-28,623,Ottawa,3700019521,7,5,17.5,2.5,3.49,0,0,
2018-04-28,623,Ottawa,3700031613,2,2,9.18,4.59,4.59,0,0,
2018-04-28,623,Ottawa,3700044982,5,5,22.45,4.49,5.69,0,0,
2018-04-28,623,Ottawa,3800031829,32,31,92.16,2.88,2.88,0,0,
2018-04-28,623,Ottawa,3800031838,135,122,265.95,1.97,2.87,1,1,
2018-04-28,623,Ottawa,3800039118,97,86,191.09,1.97,2.98,1,1,
2018-04-28,623,Ottawa,4116709428,1,1,4.29,4.29,4.29,0,0,
2018-04-28,623,Ottawa,4116709448,3,3,12.87,4.29,4.29,0,0,
2018-04-28,623,Ottawa,4116709565,1,1,4.79,4.79,4.79,0,0,
2018-04-28,623,Ottawa,7192100336,9,8,59.31,6.59,6.59,0,0,
2018-04-28,623,Ottawa,7192100337,5,5,32.95,6.59,6.59,0,0,
2018-04-28,623,Ottawa,7192100339,5,4,32.95,6.59,6.59,0,0,
2018-04-28,623,Ottawa,7218063052,4,3,25.96,6.49,6.49,0,0,
2018-04-28,623,Ottawa,7218063979,2,2,12.98,6.49,6.49,0,0,
2018-04-28,623,Ottawa,7218063983,6,5,38.94,6.49,6.49,0,0,
2018-04-28,623,Ottawa,7797502248,4,4,8,2,2.49,0,0,
2018-04-28,623,Ottawa,7797508004,2,2,5.98,2.99,2.99,0,0,
2018-04-28,623,Ottawa,7797508006,5,5,14.95,2.99,2.99,0,0,
2018-04-28,623,Ottawa,31254742725,1,1,4.59,4.59,4.59,0,0,
2018-04-28,623,Ottawa,31254742735,3,3,17.37,5.79,5.79,0,0,
2018-04-28,623,Ottawa,31254742835,1,1,5.79,5.79,5.79,0,0,
2018-04-28,623,Ottawa,88491201426,24,22,80.88,3.37,3.37,0,0,
2018-04-28,623,Ottawa,88491201427,27,26,90.99,3.37,3.37,0,0,
2018-04-28,623,Ottawa,88491212971,15,14,37.5,2.5,2.5,0,0,
2018-05-05,367,Montreal,1111009477,29,21,43.21,1.49,1.49,0,0,
2018-05-05,367,Montreal,1111009497,32,22,47.04,1.47,1.47,0,0,
2018-05-05,367,Montreal,1111009507,14,10,20.86,1.49,1.49,0,0,
2018-05-05,367,Montreal,1111035398,1,1,2.99,2.99,2.99,0,0,
2018-05-05,367,Montreal,1111038078,4,4,4,1,1.58,0,0,
2018-05-05,367,Montreal,1111038080,7,6,6.93,0.99,1.58,0,0,
2018-05-05,367,Montreal,1111085319,8,8,14.96,1.87,1.87,0,0,
2018-05-05,367,Montreal,1111085345,21,19,38.22,1.82,1.82,0,0,
2018-05-05,367,Montreal,1111085350,26,23,51.48,1.98,1.98,0,0,
2018-05-05,367,Montreal,1111087395,6,6,28.26,4.71,4.71,0,0,
2018-05-05,367,Montreal,1111087396,3,3,14.37,4.79,4.79,0,0,
2018-05-05,367,Montreal,1111087398,7,6,32.06,4.58,4.58,0,0,
2018-05-05,367,Montreal,1600027527,13,13,44.07,3.39,3.39,0,0,
2018-05-05,367,Montreal,1600027528,20,16,91.8,4.59,4.59,0,0,
2018-05-05,367,Montreal,1600027564,25,20,75.75,3.03,3.03,0,0,
2018-05-05,367,Montreal,3000006340,2,2,5.48,2.74,2.74,0,0,
2018-05-05,367,Montreal,3000006560,13,13,33.67,2.59,2.59,0,0,
2018-05-05,367,Montreal,3000006610,5,5,12.95,2.59,2.59,0,0,
2018-05-05,367,Montreal,3700031613,1,1,3.99,3.99,3.99,0,0,
2018-05-05,367,Montreal,3800031829,29,24,82.36,2.84,2.99,1,0,
2018-05-05,367,Montreal,3800031838,137,127,268.52,1.96,2.99,0,1,
2018-05-05,367,Montreal,3800039118,94,88,186.12,1.98,2.99,0,1,
2018-05-05,367,Montreal,7027316204,4,3,9.88,2.47,2.47,0,0,
2018-05-05,367,Montreal,7027316404,6,4,6.6,1.1,3.29,0,0,
2018-05-05,367,Montreal,7192100336,3,1,20.97,6.99,6.99,0,0,
2018-05-05,367,Montreal,7192100337,4,4,27.96,6.99,6.99,0,0,
2018-05-05,367,Montreal,7192100339,7,7,48.93,6.99,6.99,0,0,
2018-05-05,367,Montreal,7218063052,7,7,34.93,4.99,6.27,1,0,
2018-05-05,367,Montreal,7218063979,25,21,124.75,4.99,6.27,1,1,
2018-05-05,367,Montreal,7218063983,11,10,54.89,4.99,6.27,1,0,
2018-05-05,367,Montreal,7797502248,5,5,12.45,2.49,2.49,0,0,
2018-05-05,367,Montreal,7797508004,2,2,5.98,2.99,2.99,0,0,
2018-05-05,367,Montreal,31254742725,2,2,7.98,3.99,3.99,0,0,
2018-05-05,367,Montreal,31254742735,1,1,4.76,4.76,4.76,0,0,
2018-05-05,367,Montreal,31254742835,1,1,4.76,4.76,4.76,0,0,
2018-05-05,367,Montreal,88491201426,21,16,72.45,3.45,3.45,0,0,
2018-05-05,367,Montreal,88491201427,7,7,24.15,3.45,3.45,0,0,
2018-05-05,367,Montreal,88491212971,13,10,33.8,2.6,2.6,0,0,
2018-05-05,389,Laval,1111009477,204,169,301.92,1.48,1.47,0,1,
2018-05-05,389,Laval,1111009497,112,100,162.4,1.45,1.45,0,0,
2018-05-05,389,Laval,1111009507,140,108,207.2,1.48,1.49,0,1,
2018-05-05,389,Laval,1111035398,3,3,8.97,2.99,2.99,0,0,
2018-05-05,389,Laval,1111038078,19,15,18.62,0.98,1.58,0,1,
2018-05-05,389,Laval,1111038080,21,19,21.63,1.03,1.56,0,1,
2018-05-05,389,Laval,1111085319,65,57,115.7,1.78,1.78,0,0,
2018-05-05,389,Laval,1111085345,45,37,82.8,1.84,1.84,0,0,
2018-05-05,389,Laval,1111085350,107,90,210.79,1.97,1.97,0,0,
2018-05-05,389,Laval,1111087395,10,10,47.9,4.79,4.79,0,0,
2018-05-05,389,Laval,1111087396,16,13,72.64,4.54,4.54,0,0,
2018-05-05,389,Laval,1111087398,16,12,76.16,4.76,4.76,0,0,
2018-05-05,389,Laval,1600027527,64,63,173.44,2.71,2.71,0,0,
2018-05-05,389,Laval,1600027528,44,41,201.96,4.59,4.59,0,0,
2018-05-05,389,Laval,1600027564,78,65,226.98,2.91,3.24,0,0,
2018-05-05,389,Laval,2066200530,4,2,25.96,6.49,6.49,0,0,
2018-05-05,389,Laval,2840002333,24,23,71.76,2.99,2.99,0,0,
2018-05-05,389,Laval,2840004768,36,34,107.64,2.99,2.99,0,0,
2018-05-05,389,Laval,2840004770,13,12,38.87,2.99,2.99,0,0,
2018-05-05,389,Laval,3000006340,9,9,26.28,2.92,2.92,0,0,
2018-05-05,389,Laval,3000006560,30,30,77.7,2.59,2.59,0,0,
2018-05-05,389,Laval,3000006610,18,17,46.62,2.59,2.59,0,0,
2018-05-05,389,Laval,3700019521,4,4,13.28,3.32,3.32,0,0,
2018-05-05,389,Laval,3700031613,7,7,27.93,3.99,3.99,0,0,
2018-05-05,389,Laval,3700044982,1,1,5.49,5.49,5.49,0,0,
2018-05-05,389,Laval,3800031829,164,120,419.84,2.56,3.29,1,1,
2018-05-05,389,Laval,3800031838,278,251,544.88,1.96,2.75,0,1,
2018-05-05,389,Laval,3800039118,252,228,498.96,1.98,3.19,0,1,
2018-05-05,389,Laval,4116709428,1,1,4.29,4.29,4.29,0,0,
2018-05-05,389,Laval,4116709448,1,1,4.29,4.29,4.29,0,0,
2018-05-05,389,Laval,7027312504,40,27,69.2,1.73,2.26,0,0,
2018-05-05,389,Laval,7027316204,68,43,131.92,1.94,1.94,0,0,
2018-05-05,389,Laval,7027316404,43,28,62.35,1.45,1.85,0,0,
2018-05-05,389,Laval,7110410455,6,5,14.34,2.39,2.39,0,0,
2018-05-05,389,Laval,7110410470,3,3,7.17,2.39,2.39,0,0,
2018-05-05,389,Laval,7110410471,2,2,4.78,2.39,2.39,0,0,
2018-05-05,389,Laval,7192100336,5,5,34.95,6.99,6.99,0,0,
2018-05-05,389,Laval,7192100337,7,6,48.93,6.99,6.99,0,0,
2018-05-05,389,Laval,7192100339,18,18,125.82,6.99,6.99,0,0,
2018-05-05,389,Laval,7218063052,30,28,148.8,4.96,6.27,1,1,
2018-05-05,389,Laval,7218063979,39,35,194.61,4.99,6.27,1,0,
2018-05-05,389,Laval,7218063983,40,33,199.6,4.99,6.27,1,1,
2018-05-05,389,Laval,7797502248,27,23,67.23,2.49,2.49,0,0,
2018-05-05,389,Laval,7797508004,24,23,71.76,2.99,2.99,0,0,
2018-05-05,389,Laval,7797508006,11,11,32.89,2.99,2.99,0,0,
2018-05-05,389,Laval,31254742725,2,2,7.98,3.99,3.99,0,0,
2018-05-05,389,Laval,31254742735,5,5,23.8,4.76,4.76,0,0,
2018-05-05,389,Laval,31254742835,8,7,38.08,4.76,4.76,0,0,
2018-05-05,389,Laval,88491201426,49,41,161.21,3.29,3.29,0,0,
2018-05-05,389,Laval,88491201427,28,27,96.04,3.43,3.43,0,0,
2018-05-05,389,Laval,88491212971,28,28,72.8,2.6,2.6,0,0,
2018-05-05,623,Ottawa,1111009477,41,33,40.18,0.98,1.21,0,0,
2018-05-05,623,Ottawa,1111009497,27,24,26.19,0.97,1.21,0,0,
2018-05-05,623,Ottawa,1111035398,2,2,4.5,2.25,2.95,0,0,
2018-05-05,623,Ottawa,1111038078,12,11,11.76,0.98,1.55,1,1,
2018-05-05,623,Ottawa,1111038080,15,13,14.85,0.99,1.58,1,0,
2018-05-05,623,Ottawa,1111085319,14,11,25.34,1.81,1.81,0,0,
2018-05-05,623,Ottawa,1111085345,18,15,33.48,1.86,1.86,0,0,
2018-05-05,623,Ottawa,1111085350,25,23,58.25,2.33,2.33,0,0,
2018-05-05,623,Ottawa,1111087395,10,8,33.4,3.34,3.34,0,0,
2018-05-05,623,Ottawa,1111087396,13,9,42.77,3.29,3.29,0,0,
2018-05-05,623,Ottawa,1111087398,11,7,36.08,3.28,3.28,0,0,
2018-05-05,623,Ottawa,1600027527,57,50,159.03,2.79,2.79,0,0,
2018-05-05,623,Ottawa,1600027528,22,22,91.3,4.15,4.15,0,0,
2018-05-05,623,Ottawa,1600027564,32,30,102.08,3.19,3.19,0,0,
2018-05-05,623,Ottawa,2066200530,2,2,12.98,6.49,6.49,0,0,
2018-05-05,623,Ottawa,2066200531,4,4,25.96,6.49,6.49,0,0,
2018-05-05,623,Ottawa,2840002333,5,5,14.45,2.89,2.89,0,0,
2018-05-05,623,Ottawa,2840004768,14,13,40.46,2.89,2.89,0,0,
2018-05-05,623,Ottawa,2840004770,9,9,26.01,2.89,2.89,0,0,
2018-05-05,623,Ottawa,3000006340,5,5,13.55,2.71,2.71,0,0,
2018-05-05,623,Ottawa,3000006560,19,19,49.21,2.59,2.59,0,0,
2018-05-05,623,Ottawa,3700019521,2,2,6.98,3.49,3.49,0,0,
2018-05-05,623,Ottawa,3700031613,4,4,18.36,4.59,4.59,0,0,
2018-05-05,623,Ottawa,3700044982,5,5,26.45,5.29,5.29,0,0,
2018-05-05,623,Ottawa,3800031829,32,27,80.32,2.51,2.88,1,0,
2018-05-05,623,Ottawa,3800031838,139,126,278,2,2.87,0,1,
2018-05-05,623,Ottawa,3800039118,106,98,209.88,1.98,2.98,0,1,
2018-05-05,623,Ottawa,4116709448,2,2,8.58,4.29,4.29,0,0,
2018-05-05,623,Ottawa,4116709565,1,1,4.79,4.79,4.79,0,0,
2018-05-05,623,Ottawa,7192100336,4,4,26.36,6.59,6.59,0,0,
2018-05-05,623,Ottawa,7192100337,9,7,59.31,6.59,6.59,0,0,
2018-05-05,623,Ottawa,7192100339,11,8,72.49,6.59,6.59,0,0,
2018-05-05,623,Ottawa,7218063052,8,8,39.92,4.99,6.49,1,1,
2018-05-05,623,Ottawa,7218063979,20,17,99.8,4.99,6.49,1,1,
2018-05-05,623,Ottawa,7218063983,15,13,74.85,4.99,6.49,1,1,
2018-05-05,623,Ottawa,7797502248,10,7,20,2,2.49,0,0,
2018-05-05,623,Ottawa,7797508004,4,4,11.96,2.99,2.99,0,0,
2018-05-05,623,Ottawa,7797508006,13,12,38.87,2.99,2.99,0,0,
2018-05-05,623,Ottawa,31254742725,6,6,27.54,4.59,4.59,0,0,
2018-05-05,623,Ottawa,31254742735,3,3,17.37,5.79,5.79,0,0,
2018-05-05,623,Ottawa,31254742835,2,2,11.58,5.79,5.79,0,0,
2018-05-05,623,Ottawa,88491201426,35,32,117.95,3.37,3.37,0,0,
2018-05-05,623,Ottawa,88491201427,45,39,151.65,3.37,3.37,0,0,
2018-05-05,623,Ottawa,88491212971,10,10,25,2.5,2.5,0,0,
2018-05-12,367,Montreal,1111009477,36,27,53.64,1.49,1.49,0,0,
2018-05-12,367,Montreal,1111009497,26,19,38.74,1.49,1.49,0,0,
2018-05-12,367,Montreal,1111009507,11,10,16.39,1.49,1.49,0,0,
2018-05-12,367,Montreal,1111035398,2,2,5.98,2.99,2.99,0,0,
2018-05-12,367,Montreal,1111038078,4,4,4,1,1.58,0,0,
2018-05-12,367,Montreal,1111038080,4,4,4,1,1.58,0,0,
2018-05-12,367,Montreal,1111085319,6,5,11.28,1.88,1.88,0,0,
2018-05-12,367,Montreal,1111085345,18,16,33.48,1.86,1.86,0,0,
2018-05-12,367,Montreal,1111085350,6,5,11.88,1.98,1.98,0,0,
2018-05-12,367,Montreal,1111087395,12,11,56.52,4.71,4.71,0,0,
2018-05-12,367,Montreal,1111087396,10,10,48.4,4.84,4.84,0,0,
2018-05-12,367,Montreal,1111087398,8,8,38.32,4.79,4.79,0,0,
2018-05-12,367,Montreal,1600027527,19,18,60.99,3.21,3.21,0,0,
2018-05-12,367,Montreal,1600027528,27,22,123.93,4.59,4.59,0,0,
2018-05-12,367,Montreal,1600027564,28,24,88.76,3.17,3.17,0,0,
2018-05-12,367,Montreal,3000006340,9,8,24.66,2.74,2.74,0,0,
2018-05-12,367,Montreal,3000006560,31,28,80.29,2.59,2.59,0,0,
2018-05-12,367,Montreal,3000006610,25,24,64.75,2.59,2.59,0,0,
2018-05-12,367,Montreal,3700019521,2,1,5,2.5,3.49,1,0,
2018-05-12,367,Montreal,3700031613,1,1,3.99,3.99,3.99,0,0,
2018-05-12,367,Montreal,3700044982,2,2,9.98,4.99,5.49,1,0,
2018-05-12,367,Montreal,3800031829,30,22,89.7,2.99,2.99,0,0,
2018-05-12,367,Montreal,3800031838,175,163,343,1.96,2.99,1,1,
2018-05-12,367,Montreal,3800039118,137,128,269.89,1.97,2.99,1,1,
2018-05-12,367,Montreal,4116709428,1,1,4.59,4.59,4.59,0,0,
2018-05-12,367,Montreal,7027316204,9,5,16.11,1.79,2.47,0,0,
2018-05-12,367,Montreal,7027316404,6,3,9.9,1.65,3.29,0,0,
2018-05-12,367,Montreal,7192100336,6,3,41.94,6.99,6.99,0,0,
2018-05-12,367,Montreal,7192100337,8,8,55.92,6.99,6.99,0,0,
2018-05-12,367,Montreal,7192100339,5,5,34.95,6.99,6.99,0,0,
2018-05-12,367,Montreal,7218063052,4,4,19.96,4.99,6.27,0,1,
2018-05-12,367,Montreal,7218063979,12,12,59.88,4.99,6.27,0,1,
2018-05-12,367,Montreal,7218063983,13,11,64.87,4.99,6.27,0,0,
2018-05-12,367,Montreal,7797508004,2,2,5.98,2.99,2.99,0,0,
2018-05-12,367,Montreal,7797508006,3,3,8.97,2.99,2.99,0,0,
2018-05-12,367,Montreal,31254742725,2,2,7.98,3.99,3.99,0,0,
2018-05-12,367,Montreal,31254742735,1,1,4.76,4.76,4.76,0,0,
2018-05-12,367,Montreal,88491201426,7,6,24.15,3.45,3.45,0,0,
2018-05-12,367,Montreal,88491201427,1,1,3.45,3.45,3.45,0,0,
2018-05-12,367,Montreal,88491212971,30,30,78,2.6,2.6,0,0,
2018-05-12,389,Laval,1111009477,209,175,305.14,1.46,1.47,0,1,
2018-05-12,389,Laval,1111009497,109,96,158.05,1.45,1.45,0,1,
2018-05-12,389,Laval,1111009507,107,95,158.36,1.48,1.49,0,1,
2018-05-12,389,Laval,1111035398,7,7,20.65,2.95,2.95,0,0,
2018-05-12,389,Laval,1111038078,24,19,23.52,0.98,1.58,0,1,
2018-05-12,389,Laval,1111038080,22,17,22,1,1.56,0,1,
2018-05-12,389,Laval,1111085319,11,11,20.79,1.89,1.89,0,0,
2018-05-12,389,Laval,1111085345,45,42,83.25,1.85,1.85,0,0,
2018-05-12,389,Laval,1111085350,47,40,90.24,1.92,1.92,0,0,
2018-05-12,389,Laval,1111087395,14,14,61.04,4.36,4.36,0,0,
2018-05-12,389,Laval,1111087396,10,9,44.9,4.49,4.49,0,0,
2018-05-12,389,Laval,1111087398,21,20,98.7,4.7,4.7,0,0,
2018-05-12,389,Laval,1600027527,106,95,292.56,2.76,2.76,0,0,
2018-05-12,389,Laval,1600027528,37,34,169.83,4.59,4.59,0,0,
2018-05-12,389,Laval,1600027564,82,70,207.46,2.53,3.24,0,0,
2018-05-12,389,Laval,2066200530,3,3,19.47,6.49,6.49,0,0,
2018-05-12,389,Laval,2066200531,2,2,12.98,6.49,6.49,0,0,
2018-05-12,389,Laval,2840002333,24,24,71.76,2.99,2.99,0,0,
2018-05-12,389,Laval,2840004768,22,22,65.78,2.99,2.99,0,0,
2018-05-12,389,Laval,2840004770,6,6,17.94,2.99,2.99,0,0,
2018-05-12,389,Laval,3000006340,16,15,46.72,2.92,2.92,0,0,
2018-05-12,389,Laval,3000006560,26,24,67.34,2.59,2.59,0,0,
2018-05-12,389,Laval,3000006610,30,30,77.7,2.59,2.59,0,0,
2018-05-12,389,Laval,3700019521,11,8,27.5,2.5,3.32,1,0,
2018-05-12,389,Laval,3700031613,7,7,27.93,3.99,3.99,0,0,
2018-05-12,389,Laval,3700044982,12,12,59.88,4.99,5.49,1,1,
2018-05-12,389,Laval,3800031829,69,59,227.01,3.29,3.29,0,0,
2018-05-12,389,Laval,3800031838,340,301,666.4,1.96,2.75,1,1,
2018-05-12,389,Laval,3800039118,314,289,618.58,1.97,3.19,1,1,
2018-05-12,389,Laval,4116709428,2,2,8.58,4.29,4.29,0,0,
2018-05-12,389,Laval,4116709448,1,1,4.29,4.29,4.29,0,0,
2018-05-12,389,Laval,4116709565,1,1,4.79,4.79,4.79,0,0,
2018-05-12,389,Laval,7027312504,40,24,75.6,1.89,2.26,0,0,
2018-05-12,389,Laval,7027316204,49,32,75.46,1.54,1.94,0,0,
2018-05-12,389,Laval,7027316404,31,20,55.8,1.8,1.8,0,0,
2018-05-12,389,Laval,7110410455,1,1,2.39,2.39,2.39,0,0,
2018-05-12,389,Laval,7110410470,4,4,9.56,2.39,2.39,0,0,
2018-05-12,389,Laval,7110410471,3,2,7.98,2.66,2.66,0,0,
2018-05-12,389,Laval,7192100336,10,9,69.9,6.99,6.99,0,0,
2018-05-12,389,Laval,7192100337,5,5,34.95,6.99,6.99,0,0,
2018-05-12,389,Laval,7192100339,11,11,76.89,6.99,6.99,0,0,
2018-05-12,389,Laval,7218063052,30,28,153.6,5.12,6.27,0,1,
2018-05-12,389,Laval,7218063979,36,34,181.44,5.04,6.27,0,1,
2018-05-12,389,Laval,7218063983,31,27,154.69,4.99,6.27,0,0,
2018-05-12,389,Laval,7797502248,26,23,64.74,2.49,2.49,0,0,
2018-05-12,389,Laval,7797508004,33,30,97.68,2.96,2.96,0,0,
2018-05-12,389,Laval,7797508006,14,14,41.58,2.97,2.97,0,0,
2018-05-12,389,Laval,31254742725,2,2,7.98,3.99,3.99,0,0,
2018-05-12,389,Laval,31254742735,4,4,19.04,4.76,4.76,0,0,
2018-05-12,389,Laval,31254742835,10,9,47.6,4.76,4.76,0,0,
2018-05-12,389,Laval,88491201426,23,13,74.06,3.22,3.22,0,0,
2018-05-12,389,Laval,88491201427,9,9,29.88,3.32,3.32,0,0,
2018-05-12,389,Laval,88491212971,27,27,70.2,2.6,2.6,0,0,
2018-05-12,623,Ottawa,1111009477,32,30,39.04,1.22,1.22,0,0,
2018-05-12,623,Ottawa,1111009497,23,19,27.83,1.21,1.21,0,0,
2018-05-12,623,Ottawa,1111035398,5,5,12.25,2.45,2.95,0,0,
2018-05-12,623,Ottawa,1111038078,19,16,18.81,0.99,1.55,0,1,
2018-05-12,623,Ottawa,1111038080,20,14,19,0.95,1.58,0,1,
2018-05-12,623,Ottawa,1111085319,7,6,12.53,1.79,1.79,0,0,
2018-05-12,623,Ottawa,1111085345,23,20,41.86,1.82,1.82,0,0,
2018-05-12,623,Ottawa,1111085350,14,13,31.36,2.24,2.24,0,0,
2018-05-12,623,Ottawa,1111087395,8,7,24.4,3.05,3.05,0,0,
2018-05-12,623,Ottawa,1111087396,15,9,47.4,3.16,3.16,0,0,
2018-05-12,623,Ottawa,1111087398,9,7,27.72,3.08,3.08,0,0,
2018-05-12,623,Ottawa,1600027527,56,54,142.24,2.54,2.54,0,0,
2018-05-12,623,Ottawa,1600027528,17,16,70.55,4.15,4.15,0,0,
2018-05-12,623,Ottawa,1600027564,32,30,88.96,2.78,3.19,0,0,
2018-05-12,623,Ottawa,2066200530,2,1,12.98,6.49,6.49,0,0,
2018-05-12,623,Ottawa,2066200531,5,5,32.45,6.49,6.49,0,0,
2018-05-12,623,Ottawa,2066200532,4,3,25.96,6.49,6.49,0,0,
2018-05-12,623,Ottawa,2840002333,7,6,20.23,2.89,2.89,0,0,
2018-05-12,623,Ottawa,2840004768,10,10,28.9,2.89,2.89,0,0,
2018-05-12,623,Ottawa,2840004770,15,15,43.35,2.89,2.89,0,0,
2018-05-12,623,Ottawa,3000006340,6,6,16.26,2.71,2.71,0,0,
2018-05-12,623,Ottawa,3000006560,16,15,41.44,2.59,2.59,0,0,
2018-05-12,623,Ottawa,3000006610,7,6,18.13,2.59,2.59,0,0,
2018-05-12,623,Ottawa,3700019521,7,6,17.43,2.49,3.49,1,0,
