quarter_ending,HSC_trust,specialty,program,0-6_weeks,>6-13_weeks,>13-21_weeks,>21-26_weeks,>26-52_weeks,>52_weeks,>26-30_weeks
31-Dec-12,South Eastern,Urology,Acute Services,255,139,108,34,--,,24
31-Dec-12,South Eastern,T & O Surgery,Acute Services,12,6,0,0,--,,0
31-Dec-12,South Eastern,ENT,Acute Services,47,69,52,4,--,,1
31-Dec-12,South Eastern,Ophthalmology,Acute Services,158,125,0,0,--,,0
31-Dec-12,South Eastern,Oral Surgery,Acute Services,59,23,3,0,--,,0
31-Dec-12,South Eastern,Plastic Surgery,Acute Services,211,130,74,12,--,,5
31-Dec-12,South Eastern,Paediatric Surgery,Acute Services,17,52,28,3,--,,0
31-Dec-12,South Eastern,Pain Management,Acute Services,51,26,0,0,--,,0
31-Dec-12,South Eastern,General Medicine,Acute Services,460,179,8,0,--,,0
31-Dec-12,South Eastern,Gastroenterology,Acute Services,56,36,4,0,--,,0
31-Dec-12,South Eastern,Haematology (Clinical),Acute Services,3,0,0,0,--,,0
31-Dec-12,South Eastern,Cardiology,Acute Services,92,45,14,14,--,,7
31-Dec-12,South Eastern,Dermatology,Acute Services,70,67,4,0,--,,0
31-Dec-12,South Eastern,Nephrology,Acute Services,1,0,0,0,--,,0
31-Dec-12,South Eastern,Paediatrics,Acute Services,16,39,0,0,--,,0
31-Dec-12,South Eastern,Geriatric Medicine,Elderly Care,22,0,0,0,--,,0
31-Dec-12,South Eastern,Gynaecology,Acute Services,121,49,13,2,--,,1
31-Dec-12,South Eastern,GP Other,Acute Services,40,1,0,0,--,,0
31-Dec-12,Southern,General Surgery,Acute Services,"1,019",844,366,119,--,,52
31-Dec-12,Southern,Urology,Acute Services,191,169,77,6,--,,4
31-Dec-12,Southern,T & O Surgery,Acute Services,75,55,33,15,--,,6
31-Dec-12,Southern,ENT,Acute Services,128,111,29,2,--,,0
31-Dec-12,Southern,Ophthalmology,Acute Services,98,35,6,0,--,,0
31-Dec-12,Southern,Oral Surgery,Acute Services,11,22,37,6,--,,4
31-Dec-12,Southern,Paediatric Dentistry,Acute Services,1,1,2,0,--,,0
31-Dec-12,Southern,Pain Management,Acute Services,71,126,103,34,--,,27
31-Dec-12,Southern,General Medicine,Acute Services,0,1,0,0,--,,0
31-Dec-12,Southern,Gastroenterology,Acute Services,329,255,53,2,--,,0
31-Dec-12,Southern,Haematology (Clinical),Acute Services,8,2,3,2,--,,0
31-Dec-12,Southern,Cardiology,Acute Services,215,253,281,152,--,,126
31-Dec-12,Southern,Dermatology,Acute Services,118,111,3,1,--,,0
31-Dec-12,Southern,Thoracic Medicine,Acute Services,4,0,0,0,--,,0
31-Dec-12,Southern,Neurology,Acute Services,7,1,0,0,--,,0
31-Dec-12,Southern,Rheumatology,Acute Services,168,186,111,57,--,,32
31-Dec-12,Southern,Gynaecology,Acute Services,166,151,42,0,--,,0
31-Dec-12,Southern,GP Other,Acute Services,48,7,1,2,--,,0
31-Dec-12,Southern,Clinical Oncology,Acute Services,0,2,1,0,--,,0
31-Dec-12,Western,General Surgery,Acute Services,679,310,259,100,--,,73
31-Dec-12,Western,Urology,Acute Services,181,73,30,1,--,,0
31-Dec-12,Western,T & O Surgery,Acute Services,169,197,106,55,--,,26
31-Dec-12,Western,ENT,Acute Services,76,72,46,15,--,,9
31-Dec-12,Western,Ophthalmology,Acute Services,470,400,165,39,--,,3
31-Dec-12,Western,Oral Surgery,Acute Services,211,93,25,13,--,,14
31-Dec-12,Western,Pain Management,Acute Services,111,115,0,0,--,,0
31-Dec-12,Western,General Medicine,Acute Services,753,110,3,0,--,,0
31-Dec-12,Western,Cardiology,Acute Services,33,13,1,0,--,,0
31-Dec-12,Western,Paediatrics,Acute Services,3,0,0,0,--,,0
31-Dec-12,Western,Gynaecology,Acute Services,159,135,70,18,--,,14
31-Dec-12,Western,GP Other,Acute Services,61,1,0,0,--,,0
31-Mar-13,Belfast,General Surgery,Acute Services,641,443,275,118,--,,38
31-Mar-13,Belfast,Urology,Acute Services,591,395,163,32,--,,8
31-Mar-13,Belfast,T & O Surgery,Acute Services,223,237,254,145,--,,37
31-Mar-13,Belfast,ENT,Acute Services,186,258,191,131,--,,106
31-Mar-13,Belfast,Ophthalmology,Acute Services,769,"1,004",925,530,--,,298
31-Mar-13,Belfast,Oral Surgery,Acute Services,28,24,1,0,--,,0
31-Mar-13,Belfast,Restorative Dentistry,Acute Services,28,7,0,0,--,,0
31-Mar-13,Belfast,Paediatric Dentistry,Acute Services,45,24,25,19,--,,5
31-Mar-13,Belfast,Neurosurgery,Acute Services,26,43,30,14,--,,6
31-Mar-13,Belfast,Plastic Surgery,Acute Services,62,27,29,2,--,,1
31-Mar-13,Belfast,Cardiac Surgery,Acute Services,2,1,0,0,--,,0
31-Mar-13,Belfast,Paediatric Surgery,Acute Services,25,94,91,58,--,,39
31-Mar-13,Belfast,Pain Management,Acute Services,125,151,166,73,--,,59
31-Mar-13,Belfast,General Medicine,Acute Services,143,45,0,0,--,,0
31-Mar-13,Belfast,Gastroenterology,Acute Services,565,182,0,0,--,,0
31-Mar-13,Belfast,Endocrinology,Acute Services,4,3,0,0,--,,0
31-Mar-13,Belfast,Cardiology,Acute Services,164,176,143,46,--,,26
31-Mar-13,Belfast,Dermatology,Acute Services,29,14,15,7,--,,2
31-Mar-13,Belfast,Nephrology,Acute Services,12,12,0,0,--,,0
31-Mar-13,Belfast,Neurology,Acute Services,5,4,0,1,--,,2
31-Mar-13,Belfast,Rheumatology,Acute Services,3,1,0,0,--,,0
31-Mar-13,Belfast,Paediatrics,Acute Services,12,15,0,0,--,,0
31-Mar-13,Belfast,Gynaecology,Acute Services,146,186,114,24,--,,9
31-Mar-13,Belfast,GP Other,Acute Services,7,0,0,0,--,,0
31-Mar-13,Belfast,Radiology,Acute Services,6,11,4,1,--,,0
31-Mar-13,Northern,General Surgery,Acute Services,943,697,130,29,--,,7
31-Mar-13,Northern,Urology,Acute Services,225,86,16,3,--,,0
31-Mar-13,Northern,ENT,Acute Services,122,97,18,3,--,,2
31-Mar-13,Northern,Ophthalmology,Acute Services,9,5,20,4,--,,2
31-Mar-13,Northern,Oral Surgery,Acute Services,1,1,0,0,--,,0
31-Mar-13,Northern,Pain Management,Acute Services,94,100,5,1,--,,0
31-Mar-13,Northern,General Medicine,Acute Services,2,0,0,0,--,,0
31-Mar-13,Northern,Gastroenterology,Acute Services,701,150,10,1,--,,0
31-Mar-13,Northern,Cardiology,Acute Services,73,67,9,0,--,,0
31-Mar-13,Northern,Dermatology,Acute Services,49,22,2,0,--,,0
31-Mar-13,Northern,Thoracic Medicine,Acute Services,15,2,0,0,--,,0
31-Mar-13,Northern,Gynaecology,Acute Services,209,275,142,27,--,,4
31-Mar-13,Northern,GP Other,Acute Services,144,38,3,1,--,,0
31-Mar-13,Northern,Other,Acute Services,6,0,0,0,--,,0
31-Mar-13,South Eastern,General Surgery,Acute Services,525,339,55,2,--,,0
31-Mar-13,South Eastern,Urology,Acute Services,263,160,49,0,--,,0
31-Mar-13,South Eastern,T & O Surgery,Acute Services,10,2,0,0,--,,0
31-Mar-13,South Eastern,ENT,Acute Services,44,76,43,0,--,,0
31-Mar-13,South Eastern,Ophthalmology,Acute Services,138,175,0,0,--,,0
31-Mar-13,South Eastern,Oral Surgery,Acute Services,37,23,0,0,--,,0
31-Mar-13,South Eastern,Plastic Surgery,Acute Services,176,110,4,0,--,,0
31-Mar-13,South Eastern,Paediatric Surgery,Acute Services,31,34,20,4,--,,0
31-Mar-13,South Eastern,Pain Management,Acute Services,45,29,0,0,--,,0
31-Mar-13,South Eastern,General Medicine,Acute Services,444,90,0,0,--,,0
31-Mar-13,South Eastern,Gastroenterology,Acute Services,48,1,0,0,--,,0
31-Mar-13,South Eastern,Haematology (Clinical),Acute Services,5,0,0,0,--,,0
31-Mar-13,South Eastern,Cardiology,Acute Services,90,36,2,0,--,,0
31-Mar-13,South Eastern,Dermatology,Acute Services,83,39,0,0,--,,0
31-Mar-13,South Eastern,Paediatrics,Acute Services,19,1,0,0,--,,0
31-Mar-13,South Eastern,Geriatric Medicine,Elderly Care,12,0,0,0,--,,0
31-Mar-13,South Eastern,Gynaecology,Acute Services,110,67,32,2,--,,1
31-Mar-13,South Eastern,Clinical Oncology,Acute Services,12,1,0,0,--,,0
31-Mar-13,Southern,General Surgery,Acute Services,"1,026",610,282,101,--,,55
31-Mar-13,Southern,Urology,Acute Services,166,129,102,45,--,,14
31-Mar-13,Southern,T & O Surgery,Acute Services,92,113,21,8,--,,8
31-Mar-13,Southern,ENT,Acute Services,184,134,10,0,--,,0
31-Mar-13,Southern,Ophthalmology,Acute Services,72,57,0,0,--,,0
31-Mar-13,Southern,Oral Surgery,Acute Services,26,22,17,15,--,,6
31-Mar-13,Southern,Paediatric Dentistry,Acute Services,5,0,0,0,--,,0
31-Mar-13,Southern,Pain Management,Acute Services,76,90,125,76,--,,31
31-Mar-13,Southern,General Medicine,Acute Services,6,4,0,0,--,,0
31-Mar-13,Southern,Gastroenterology,Acute Services,305,110,3,0,--,,0
31-Mar-13,Southern,Haematology (Clinical),Acute Services,15,1,0,0,--,,0
31-Mar-13,Southern,Cardiology,Acute Services,226,185,244,145,--,,86
31-Mar-13,Southern,Dermatology,Acute Services,115,102,0,0,--,,0
31-Mar-13,Southern,Thoracic Medicine,Acute Services,12,0,0,0,--,,0
31-Mar-13,Southern,Neurology,Acute Services,6,3,0,0,--,,0
31-Mar-13,Southern,Rheumatology,Acute Services,159,132,103,45,--,,5
31-Mar-13,Southern,Gynaecology,Acute Services,139,126,1,0,--,,0
31-Mar-13,Southern,GP Other,Acute Services,59,6,0,0,--,,0
31-Mar-13,Southern,Clinical Oncology,Acute Services,7,0,0,0,--,,0
31-Mar-13,Western,General Surgery,Acute Services,542,399,270,90,--,,10
31-Mar-13,Western,Urology,Acute Services,129,78,0,0,--,,0
31-Mar-13,Western,T & O Surgery,Acute Services,119,239,170,87,--,,40
31-Mar-13,Western,ENT,Acute Services,82,83,67,26,--,,0
31-Mar-13,Western,Ophthalmology,Acute Services,423,409,169,30,--,,4
31-Mar-13,Western,Oral Surgery,Acute Services,178,115,38,18,--,,0
31-Mar-13,Western,Pain Management,Acute Services,123,126,0,0,--,,0
31-Mar-13,Western,General Medicine,Acute Services,777,148,0,0,--,,0
31-Mar-13,Western,Cardiology,Acute Services,47,30,0,0,--,,0
31-Mar-13,Western,Paediatrics,Acute Services,2,6,0,0,--,,0
31-Mar-13,Western,Gynaecology,Acute Services,153,140,83,0,--,,0
31-Mar-13,Western,GP Other,Acute Services,45,3,0,0,--,,0
30-Jun-13,Belfast,General Surgery,Acute Services,649,442,270,95,--,,55
30-Jun-13,Belfast,Urology,Acute Services,485,328,494,90,--,,16
30-Jun-13,Belfast,T & O Surgery,Acute Services,261,269,163,50,--,,20
30-Jun-13,Belfast,ENT,Acute Services,230,166,234,107,--,,55
30-Jun-13,Belfast,Ophthalmology,Acute Services,837,909,827,367,--,,181
30-Jun-13,Belfast,Oral Surgery,Acute Services,12,27,1,0,--,,0
30-Jun-13,Belfast,Restorative Dentistry,Acute Services,25,9,2,0,--,,0
30-Jun-13,Belfast,Paediatric Dentistry,Acute Services,35,40,24,10,--,,3
30-Jun-13,Belfast,Neurosurgery,Acute Services,18,32,34,27,--,,5
30-Jun-13,Belfast,Plastic Surgery,Acute Services,72,42,40,5,--,,3
30-Jun-13,Belfast,Cardiac Surgery,Acute Services,0,0,2,0,--,,0
30-Jun-13,Belfast,Paediatric Surgery,Acute Services,27,80,118,56,--,,35
30-Jun-13,Belfast,Pain Management,Acute Services,165,162,145,64,--,,61
30-Jun-13,Belfast,General Medicine,Acute Services,153,49,0,0,--,,0
30-Jun-13,Belfast,Gastroenterology,Acute Services,646,199,11,0,--,,0
30-Jun-13,Belfast,Endocrinology,Acute Services,5,2,1,1,--,,0
30-Jun-13,Belfast,Cardiology,Acute Services,149,116,122,32,--,,29
30-Jun-13,Belfast,Dermatology,Acute Services,13,17,22,4,--,,3
30-Jun-13,Belfast,Nephrology,Acute Services,9,10,1,0,--,,0
30-Jun-13,Belfast,Neurology,Acute Services,0,2,0,0,--,,0
30-Jun-13,Belfast,Rheumatology,Acute Services,7,0,0,0,--,,0
30-Jun-13,Belfast,Paediatrics,Acute Services,19,14,1,0,--,,0
30-Jun-13,Belfast,Gynaecology,Acute Services,231,139,114,36,--,,18
30-Jun-13,Belfast,GP Other,Acute Services,2,0,0,0,--,,0
30-Jun-13,Belfast,Radiology,Acute Services,9,11,2,0,--,,0
30-Jun-13,Northern,General Surgery,Acute Services,915,553,175,30,--,,10
30-Jun-13,Northern,Urology,Acute Services,254,66,56,14,--,,4
30-Jun-13,Northern,ENT,Acute Services,171,59,15,1,--,,0
30-Jun-13,Northern,Ophthalmology,Acute Services,31,33,12,3,--,,0
30-Jun-13,Northern,Oral Surgery,Acute Services,6,0,0,0,--,,0
30-Jun-13,Northern,Pain Management,Acute Services,124,30,2,0,--,,0
30-Jun-13,Northern,Gastroenterology,Acute Services,615,146,33,1,--,,0
30-Jun-13,Northern,Cardiology,Acute Services,71,59,1,0,--,,0
30-Jun-13,Northern,Dermatology,Acute Services,68,16,0,0,--,,0
30-Jun-13,Northern,Thoracic Medicine,Acute Services,16,1,1,0,--,,0
30-Jun-13,Northern,Gynaecology,Acute Services,307,202,103,49,--,,9
30-Jun-13,Northern,GP Other,Acute Services,116,69,8,1,--,,0
30-Jun-13,Northern,Other,Acute Services,1,0,0,0,--,,0
30-Jun-13,South Eastern,General Surgery,Acute Services,604,358,33,1,--,,0
30-Jun-13,South Eastern,Urology,Acute Services,266,125,73,5,--,,0
30-Jun-13,South Eastern,T & O Surgery,Acute Services,6,1,0,0,--,,0
30-Jun-13,South Eastern,ENT,Acute Services,83,104,19,0,--,,0
30-Jun-13,South Eastern,Ophthalmology,Acute Services,174,114,0,0,--,,0
30-Jun-13,South Eastern,Oral Surgery,Acute Services,54,20,1,0,--,,0
30-Jun-13,South Eastern,Plastic Surgery,Acute Services,248,160,47,1,--,,0
30-Jun-13,South Eastern,Paediatric Surgery,Acute Services,28,35,16,1,--,,0
30-Jun-13,South Eastern,Pain Management,Acute Services,62,26,0,0,--,,0
30-Jun-13,South Eastern,General Medicine,Acute Services,355,63,0,0,--,,0
30-Jun-13,South Eastern,Gastroenterology,Acute Services,61,4,0,0,--,,0
30-Jun-13,South Eastern,Haematology (Clinical),Acute Services,4,1,0,0,--,,0
30-Jun-13,South Eastern,Cardiology,Acute Services,94,26,2,0,--,,0
30-Jun-13,South Eastern,Dermatology,Acute Services,105,33,4,0,--,,0
30-Jun-13,South Eastern,Nephrology,Acute Services,2,0,0,0,--,,0
30-Jun-13,South Eastern,Rheumatology,Acute Services,1,0,0,0,--,,0
30-Jun-13,South Eastern,Paediatrics,Acute Services,17,3,0,0,--,,0
30-Jun-13,South Eastern,Geriatric Medicine,Elderly Care,26,0,0,0,--,,0
30-Jun-13,South Eastern,Gynaecology,Acute Services,109,68,27,8,--,,3
30-Jun-13,South Eastern,Clinical Oncology,Acute Services,4,0,0,0,--,,0
30-Jun-13,Southern,General Surgery,Acute Services,888,719,327,61,--,,34
30-Jun-13,Southern,Urology,Acute Services,179,102,140,38,--,,40
30-Jun-13,Southern,T & O Surgery,Acute Services,101,81,46,42,--,,6
30-Jun-13,Southern,ENT,Acute Services,206,185,47,2,--,,0
30-Jun-13,Southern,Ophthalmology,Acute Services,177,17,6,0,--,,0
30-Jun-13,Southern,Oral Surgery,Acute Services,10,23,14,9,--,,3
30-Jun-13,Southern,Paediatric Dentistry,Acute Services,0,2,1,0,--,,0
30-Jun-13,Southern,Pain Management,Acute Services,62,102,97,48,--,,45
30-Jun-13,Southern,General Medicine,Acute Services,7,2,1,0,--,,0
30-Jun-13,Southern,Gastroenterology,Acute Services,294,153,23,0,--,,0
30-Jun-13,Southern,Haematology (Clinical),Acute Services,33,1,2,0,--,,0
30-Jun-13,Southern,Cardiology,Acute Services,181,209,203,87,--,,67
30-Jun-13,Southern,Dermatology,Acute Services,105,70,3,0,--,,0
30-Jun-13,Southern,Thoracic Medicine,Acute Services,7,0,0,0,--,,0
30-Jun-13,Southern,Neurology,Acute Services,5,1,0,0,--,,0
30-Jun-13,Southern,Rheumatology,Acute Services,208,179,103,12,--,,0
30-Jun-13,Southern,Gynaecology,Acute Services,111,72,25,0,--,,0
30-Jun-13,Southern,GP Other,Acute Services,64,14,2,3,--,,0
30-Jun-13,Southern,Clinical Oncology,Acute Services,14,0,0,0,--,,0
30-Jun-13,Western,General Surgery,Acute Services,517,332,256,121,--,,48
30-Jun-13,Western,Urology,Acute Services,173,87,4,2,--,,0
30-Jun-13,Western,T & O Surgery,Acute Services,277,221,98,97,--,,28
30-Jun-13,Western,ENT,Acute Services,98,70,61,17,--,,4
30-Jun-13,Western,Ophthalmology,Acute Services,443,244,108,24,--,,6
30-Jun-13,Western,Oral Surgery,Acute Services,193,64,20,12,--,,9
30-Jun-13,Western,Pain Management,Acute Services,94,124,5,0,--,,0
30-Jun-13,Western,General Medicine,Acute Services,723,170,0,0,--,,0
30-Jun-13,Western,Cardiology,Acute Services,28,10,0,0,--,,0
30-Jun-13,Western,Paediatrics,Acute Services,11,6,1,0,--,,0
30-Jun-13,Western,Gynaecology,Acute Services,180,122,68,22,--,,3
30-Jun-13,Western,GP Other,Acute Services,74,5,0,0,--,,0
30-Sep-13,Belfast,General Surgery,Acute Services,709,485,309,112,--,,67
30-Sep-13,Belfast,Urology,Acute Services,457,234,248,128,--,,174
30-Sep-13,Belfast,T & O Surgery,Acute Services,31,121,313,152,--,,53
30-Sep-13,Belfast,ENT,Acute Services,167,152,217,95,--,,70
30-Sep-13,Belfast,Ophthalmology,Acute Services,937,843,917,298,--,,214
30-Sep-13,Belfast,Oral Surgery,Acute Services,23,14,4,0,--,,0
30-Sep-13,Belfast,Restorative Dentistry,Acute Services,22,6,0,0,--,,0
30-Sep-13,Belfast,Paediatric Dentistry,Acute Services,44,33,16,9,--,,4
30-Sep-13,Belfast,Neurosurgery,Acute Services,17,28,18,16,--,,7
30-Sep-13,Belfast,Plastic Surgery,Acute Services,58,39,38,10,--,,7
30-Sep-13,Belfast,Cardiac Surgery,Acute Services,1,1,0,0,--,,0
30-Sep-13,Belfast,Paediatric Surgery,Acute Services,44,61,101,51,--,,41
30-Sep-13,Belfast,Pain Management,Acute Services,70,125,222,72,--,,40
30-Sep-13,Belfast,General Medicine,Acute Services,104,56,4,0,--,,0
30-Sep-13,Belfast,Gastroenterology,Acute Services,623,361,27,1,--,,0
30-Sep-13,Belfast,Endocrinology,Acute Services,5,2,2,0,--,,1
30-Sep-13,Belfast,Cardiology,Acute Services,139,141,96,25,--,,24
30-Sep-13,Belfast,Dermatology,Acute Services,31,5,6,6,--,,9
30-Sep-13,Belfast,Nephrology,Acute Services,9,6,0,2,--,,0
30-Sep-13,Belfast,Neurology,Acute Services,3,2,0,1,--,,0
30-Sep-13,Belfast,Rheumatology,Acute Services,0,2,1,0,--,,0
30-Sep-13,Belfast,Paediatrics,Acute Services,16,9,1,0,--,,0
30-Sep-13,Belfast,Gynaecology,Acute Services,181,144,104,27,--,,18
30-Sep-13,Belfast,Radiology,Acute Services,11,5,12,0,--,,1
30-Sep-13,Northern,General Surgery,Acute Services,894,310,134,19,--,,1
30-Sep-13,Northern,Urology,Acute Services,232,52,51,18,--,,16
30-Sep-13,Northern,ENT,Acute Services,139,59,14,0,--,,0
30-Sep-13,Northern,Ophthalmology,Acute Services,9,35,17,2,--,,2
30-Sep-13,Northern,Oral Surgery,Acute Services,1,1,1,0,--,,0
30-Sep-13,Northern,Pain Management,Acute Services,94,30,2,0,--,,0
30-Sep-13,Northern,General Medicine,Acute Services,2,3,0,0,--,,0
30-Sep-13,Northern,Gastroenterology,Acute Services,413,37,0,0,--,,0
30-Sep-13,Northern,Cardiology,Acute Services,83,80,0,0,--,,0
30-Sep-13,Northern,Dermatology,Acute Services,67,17,0,0,--,,0
30-Sep-13,Northern,Thoracic Medicine,Acute Services,15,1,0,0,--,,0
30-Sep-13,Northern,Rheumatology,Acute Services,1,0,0,0,--,,0
30-Sep-13,Northern,Gynaecology,Acute Services,265,173,111,31,--,,2
30-Sep-13,Northern,GP Other,Acute Services,138,53,3,1,--,,0
30-Sep-13,South Eastern,General Surgery,Acute Services,677,349,136,7,--,,0
30-Sep-13,South Eastern,Urology,Acute Services,282,130,45,3,--,,0
30-Sep-13,South Eastern,T & O Surgery,Acute Services,7,0,0,0,--,,0
30-Sep-13,South Eastern,ENT,Acute Services,58,109,50,0,--,,0
30-Sep-13,South Eastern,Ophthalmology,Acute Services,167,166,32,0,--,,0
30-Sep-13,South Eastern,Oral Surgery,Acute Services,57,24,3,0,--,,0
30-Sep-13,South Eastern,Plastic Surgery,Acute Services,215,154,1,0,--,,0
30-Sep-13,South Eastern,Paediatric Surgery,Acute Services,29,32,27,7,--,,1
30-Sep-13,South Eastern,Pain Management,Acute Services,48,43,0,0,--,,0
30-Sep-13,South Eastern,General Medicine,Acute Services,356,149,27,0,--,,0
30-Sep-13,South Eastern,Gastroenterology,Acute Services,21,21,3,0,--,,0
30-Sep-13,South Eastern,Haematology (Clinical),Acute Services,7,0,0,0,--,,0
30-Sep-13,South Eastern,Cardiology,Acute Services,85,9,0,0,--,,0
30-Sep-13,South Eastern,Dermatology,Acute Services,73,47,2,0,--,,0
30-Sep-13,South Eastern,Neurology,Acute Services,1,0,0,0,--,,0
30-Sep-13,South Eastern,Rheumatology,Acute Services,0,1,0,0,--,,0
30-Sep-13,South Eastern,Paediatrics,Acute Services,4,2,0,0,--,,0
30-Sep-13,South Eastern,Geriatric Medicine,Elderly Care,17,1,0,0,--,,0
30-Sep-13,South Eastern,Gynaecology,Acute Services,117,56,32,10,--,,2
30-Sep-13,South Eastern,Clinical Oncology,Acute Services,10,0,0,0,--,,0
30-Sep-13,Southern,General Surgery,Acute Services,"1,010",609,269,85,--,,7
30-Sep-13,Southern,Urology,Acute Services,215,140,102,29,--,,32
30-Sep-13,Southern,T & O Surgery,Acute Services,156,95,75,14,--,,0
30-Sep-13,Southern,ENT,Acute Services,160,133,77,2,--,,0
30-Sep-13,Southern,Ophthalmology,Acute Services,113,43,0,0,--,,0
30-Sep-13,Southern,Oral Surgery,Acute Services,21,11,6,10,--,,1
30-Sep-13,Southern,Pain Management,Acute Services,88,73,97,40,--,,0
30-Sep-13,Southern,General Medicine,Acute Services,7,2,0,0,--,,0
30-Sep-13,Southern,Gastroenterology,Acute Services,283,111,2,1,--,,0
30-Sep-13,Southern,Haematology (Clinical),Acute Services,8,0,1,1,--,,1
30-Sep-13,Southern,Cardiology,Acute Services,202,71,84,31,--,,22
30-Sep-13,Southern,Dermatology,Acute Services,101,80,0,0,--,,0
30-Sep-13,Southern,Thoracic Medicine,Acute Services,6,1,0,0,--,,0
30-Sep-13,Southern,Neurology,Acute Services,9,1,0,0,--,,0
30-Sep-13,Southern,Rheumatology,Acute Services,163,131,153,29,--,,0
30-Sep-13,Southern,Gynaecology,Acute Services,165,53,0,0,--,,0
30-Sep-13,Southern,GP Other,Acute Services,57,22,0,0,--,,0
30-Sep-13,Southern,Clinical Oncology,Acute Services,7,0,0,0,--,,0
30-Sep-13,Western,General Surgery,Acute Services,621,350,278,115,--,,44
30-Sep-13,Western,Urology,Acute Services,186,94,3,0,--,,0
30-Sep-13,Western,T & O Surgery,Acute Services,241,243,258,72,--,,39
30-Sep-13,Western,ENT,Acute Services,74,49,65,16,--,,2
30-Sep-13,Western,Ophthalmology,Acute Services,402,301,105,8,--,,14
30-Sep-13,Western,Oral Surgery,Acute Services,193,89,23,5,--,,2
30-Sep-13,Western,Pain Management,Acute Services,65,94,68,0,--,,0
30-Sep-13,Western,General Medicine,Acute Services,657,41,1,0,--,,0
30-Sep-13,Western,Cardiology,Acute Services,54,27,0,0,--,,0
30-Sep-13,Western,Paediatrics,Acute Services,13,2,6,2,--,,0
30-Sep-13,Western,Gynaecology,Acute Services,177,131,83,9,--,,8
30-Sep-13,Western,GP Other,Acute Services,92,4,0,0,--,,0
31-Dec-13,Belfast,General Surgery,Acute Services,611,558,313,123,--,,72
31-Dec-13,Belfast,Urology,Acute Services,"1,106",291,274,130,--,,81
31-Dec-13,Belfast,T & O Surgery,Acute Services,200,261,138,42,--,,33
31-Dec-13,Belfast,ENT,Acute Services,165,153,141,60,--,,55
31-Dec-13,Belfast,Ophthalmology,Acute Services,701,920,861,261,--,,38
31-Dec-13,Belfast,Oral Surgery,Acute Services,17,38,4,0,--,,0
31-Dec-13,Belfast,Restorative Dentistry,Acute Services,21,2,0,0,--,,0
31-Dec-13,Belfast,Paediatric Dentistry,Acute Services,45,23,13,2,--,,3
31-Dec-13,Belfast,Neurosurgery,Acute Services,33,31,17,1,--,,1
31-Dec-13,Belfast,Plastic Surgery,Acute Services,38,56,66,12,--,,16
31-Dec-13,Belfast,Cardiac Surgery,Acute Services,1,0,1,0,--,,0
31-Dec-13,Belfast,Paediatric Surgery,Acute Services,45,109,94,36,--,,39
31-Dec-13,Belfast,Pain Management,Acute Services,106,196,122,139,--,,79
31-Dec-13,Belfast,General Medicine,Acute Services,8,13,7,0,--,,0
31-Dec-13,Belfast,Gastroenterology,Acute Services,670,516,172,4,--,,0
31-Dec-13,Belfast,Endocrinology,Acute Services,10,1,1,0,--,,0
31-Dec-13,Belfast,Cardiology,Acute Services,111,93,58,23,--,,17
31-Dec-13,Belfast,Dermatology,Acute Services,18,24,11,0,--,,0
31-Dec-13,Belfast,Nephrology,Acute Services,9,2,0,0,--,,0
31-Dec-13,Belfast,Neurology,Acute Services,2,1,0,0,--,,0
31-Dec-13,Belfast,Rheumatology,Acute Services,2,4,1,1,--,,1
31-Dec-13,Belfast,Paediatrics,Acute Services,19,37,3,0,--,,0
31-Dec-13,Belfast,Gynaecology,Acute Services,199,215,99,27,--,,8
31-Dec-13,Belfast,GP Other,Acute Services,11,0,0,0,--,,0
31-Dec-13,Belfast,Radiology,Acute Services,15,6,4,1,--,,0
31-Dec-13,Northern,General Surgery,Acute Services,907,442,139,27,--,,4
31-Dec-13,Northern,Urology,Acute Services,304,74,48,28,--,,21
31-Dec-13,Northern,ENT,Acute Services,108,57,14,0,--,,0
31-Dec-13,Northern,Ophthalmology,Acute Services,17,10,8,0,--,,0
31-Dec-13,Northern,Oral Surgery,Acute Services,0,0,1,1,--,,1
31-Dec-13,Northern,Pain Management,Acute Services,115,37,13,0,--,,1
31-Dec-13,Northern,General Medicine,Acute Services,0,1,0,0,--,,0
31-Dec-13,Northern,Gastroenterology,Acute Services,525,139,0,0,--,,0
31-Dec-13,Northern,Cardiology,Acute Services,73,51,0,0,--,,0
31-Dec-13,Northern,Dermatology,Acute Services,50,22,0,0,--,,0
31-Dec-13,Northern,Thoracic Medicine,Acute Services,13,1,0,0,--,,0
31-Dec-13,Northern,Gynaecology,Acute Services,211,191,104,27,--,,2
31-Dec-13,Northern,GP Other,Acute Services,118,85,2,0,--,,0
31-Dec-13,South Eastern,General Surgery,Acute Services,654,355,89,7,--,,1
31-Dec-13,South Eastern,Urology,Acute Services,276,127,81,18,--,,3
31-Dec-13,South Eastern,T & O Surgery,Acute Services,8,2,0,0,--,,0
31-Dec-13,South Eastern,ENT,Acute Services,66,76,5,0,--,,0
31-Dec-13,South Eastern,Ophthalmology,Acute Services,154,209,32,0,--,,0
31-Dec-13,South Eastern,Oral Surgery,Acute Services,54,18,8,1,--,,0
31-Dec-13,South Eastern,Plastic Surgery,Acute Services,158,100,22,4,--,,0
31-Dec-13,South Eastern,Paediatric Surgery,Acute Services,27,27,6,1,--,,5
31-Dec-13,South Eastern,Pain Management,Acute Services,53,39,0,0,--,,0
