area_code,area,item_code,item,element_code,element,unit,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014
170,Peru,254,"Oil, palm fruit",5419,Yield,hg/ha,140228,156983,155789,203572,219467,192975,216738,189335,189464,147279,153137,107965,136933,119311,164409
170,Peru,254,"Oil, palm fruit",5510,Production,tonnes,140088,175821,148965,180446,208538,199941,236374,238448,265250,268268,291802,359784,518319,566583,617634
207,Suriname,254,"Oil, palm fruit",5312,Area harvested,ha,550,550,550,550,550,550,550,600,600,625,625,650,650,675,658
207,Suriname,254,"Oil, palm fruit",5419,Yield,hg/ha,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20091
207,Suriname,254,"Oil, palm fruit",5510,Production,tonnes,1100,1100,1100,1100,1100,1100,1100,1200,1200,1250,1250,1300,1300,1350,1322
236,Venezuela (Bolivarian Republic of),254,"Oil, palm fruit",5312,Area harvested,ha,24711,25105,25116,23624,24607,26277,25252,26713,26500,24000,33026,34665,34082,35568,40198
236,Venezuela (Bolivarian Republic of),254,"Oil, palm fruit",5419,Yield,hg/ha,150807,138735,127358,116790,134786,115869,121734,122693,177575,154575,135457,126502,109878,111711,101276
236,Venezuela (Bolivarian Republic of),254,"Oil, palm fruit",5510,Production,tonnes,372658,348295,319873,275905,331668,304468,307403,327750,470575,370980,447360,438526,374486,397335,407111
9,Argentina,339,Oilseeds nes,5510,Production,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Brazil,339,Oilseeds nes,5510,Production,tonnes,12937,13317,13710,14013,17494,18363,19256,20155,21050,21936,22810,23667,25500,25500,25767
33,Canada,339,Oilseeds nes,5312,Area harvested,ha,,,1200,1600,2000,3000,2534,2731,2926,3120,3313,3506,3900,3872,4066
33,Canada,339,Oilseeds nes,5419,Yield,hg/ha,,,6667,3125,3500,3500,3817,3777,3746,3720,3699,3682,3718,3669,3649
33,Canada,339,Oilseeds nes,5510,Production,tonnes,,,800,500,700,1050,967,1032,1096,1161,1226,1291,1450,1421,1484
48,Costa Rica,339,Oilseeds nes,5510,Production,tonnes,350,400,500,500,1300,1300,1400,1400,1500,1500,17800,15000,11786,10166,11148
60,El Salvador,339,Oilseeds nes,5312,Area harvested,ha,,,,,,,,,,,,,,,
60,El Salvador,339,Oilseeds nes,5510,Production,tonnes,,,,,,,,,,,,,,,
170,Peru,339,Oilseeds nes,5312,Area harvested,ha,,,,,,,,,,,,,,,
170,Peru,339,Oilseeds nes,5510,Production,tonnes,,,,,250,1500,1500,1500,1500,1500,1900,2000,2500,3300,3450
12,Bahamas,430,Okra,5312,Area harvested,ha,,,,,,,,,,,19,19,19,19,19
12,Bahamas,430,Okra,5419,Yield,hg/ha,,,,,,,,,,,233158,236316,240000,243199,246167
12,Bahamas,430,Okra,5510,Production,tonnes,,,,,,,,,,,443,449,456,463,469
14,Barbados,430,Okra,5312,Area harvested,ha,100,105,115,131,50,45,47,59,38,21,26,26,22,19,22
14,Barbados,430,Okra,5419,Yield,hg/ha,115000,114286,112087,111908,114000,110000,111702,111525,111579,116667,118673,118302,116918,117363,117809
14,Barbados,430,Okra,5510,Production,tonnes,1150,1200,1289,1466,570,495,525,658,424,245,303,312,262,221,264
23,Belize,430,Okra,5312,Area harvested,ha,25,23,25,15,10,5,13,6,11,10,11,27,8,9,11
23,Belize,430,Okra,5419,Yield,hg/ha,121600,83478,99600,72000,51000,32000,60000,36667,27273,29000,41816,17778,28750,53333,44831
23,Belize,430,Okra,5510,Production,tonnes,304,192,249,108,51,16,78,22,30,29,47,48,23,48,49
89,Guatemala,430,Okra,5312,Area harvested,ha,770,800,807,808,812,820,830,850,870,902,937,974,1000,1015,1000
89,Guatemala,430,Okra,5419,Yield,hg/ha,77662,75000,74662,74484,75181,75342,75300,75000,73067,70822,68558,66385,65000,65517,64500
89,Guatemala,430,Okra,5510,Production,tonnes,5980,6000,6025,6018,6103,6175,6247,6375,6357,6391,6425,6464,6500,6650,6450
89,Guatemala,430,Okra,5525,Seed,tonnes,60,60,60,70,62,67,89,64,60,62,59,61,65,67,
91,Guyana,430,Okra,5312,Area harvested,ha,1300,600,590,540,490,460,340,538,555,700,1000,300,400,500,537
91,Guyana,430,Okra,5419,Yield,hg/ha,69846,70000,69492,70370,69388,69565,70588,69039,68858,67143,74790,62700,65700,67880,67694
91,Guyana,430,Okra,5510,Production,tonnes,9080,4200,4100,3800,3400,3200,2400,3715,3820,4700,7479,1881,2628,3394,3633
109,Jamaica,430,Okra,5312,Area harvested,ha,349,326,301,338,278,321,404,369,385,474,480,559,634,661,606
109,Jamaica,430,Okra,5419,Yield,hg/ha,76848,83712,81561,90503,93489,94112,90366,91572,89143,92342,87542,98623,100063,101377,98053
109,Jamaica,430,Okra,5510,Production,tonnes,2682,2729,2455,3059,2599,3021,3652,3379,3432,4377,4202,5513,6344,6701,5942
138,Mexico,430,Okra,5312,Area harvested,ha,6765,3159,5303,3004,3695,2614,4561,3106,4277,3546,2394,3020,3031,1483,2932
138,Mexico,430,Okra,5419,Yield,hg/ha,62296,69177,63081,81451,72425,72456,82499,115731,83495,80854,77055,88298,86473,92306,75188
138,Mexico,430,Okra,5510,Production,tonnes,42143,21853,33452,24468,26761,18940,37628,35946,35711,28671,18447,26666,26210,13689,22045
177,Puerto Rico,430,Okra,5312,Area harvested,ha,,,,60,60,41,52,45,54,55,57,58,70,59,59
177,Puerto Rico,430,Okra,5419,Yield,hg/ha,,,,23000,23000,23171,23452,24444,23707,23714,23709,23697,23571,23748,23798
177,Puerto Rico,430,Okra,5510,Production,tonnes,,,,138,138,95,123,110,128,131,134,138,165,140,141
220,Trinidad and Tobago,430,Okra,5312,Area harvested,ha,,,,,,,,483,701,569,368,623,521,402,367
220,Trinidad and Tobago,430,Okra,5419,Yield,hg/ha,,,,,,,,11537,10469,10334,25380,22472,27025,35174,26839
220,Trinidad and Tobago,430,Okra,5510,Production,tonnes,,,,,,,,557,734,588,934,1400,1408,1414,985
231,United States of America,430,Okra,5312,Area harvested,ha,1170,1220,1200,1275,1346,1250,1274,1300,1309,1278,1275,1279,1284,1288,1292
231,United States of America,430,Okra,5419,Yield,hg/ha,76410,67295,66667,72498,73410,75896,74583,76923,75184,75209,75986,76305,76623,76942,77261
231,United States of America,430,Okra,5510,Production,tonnes,8940,8210,8000,9242,9878,9487,9500,10000,9844,9615,9689,9763,9837,9911,9986
9,Argentina,260,Olives,5312,Area harvested,ha,35000,29000,30000,33000,45000,50000,55000,58500,61000,56000,55979,58633,64000,63000,61393
9,Argentina,260,Olives,5419,Yield,hg/ha,31429,31034,31000,30000,32800,31000,30909,30085,30000,30179,29475,28994,27344,27302,28155
9,Argentina,260,Olives,5510,Production,tonnes,110000,90000,93000,99000,147600,155000,170000,176000,183000,169000,165000,170000,175000,172000,172850
21,Brazil,260,Olives,5312,Area harvested,ha,11,6,6,6,9,6,6,6,6,6,60,43,96,146,241
21,Brazil,260,Olives,5419,Yield,hg/ha,3636,3333,3333,3333,3333,3333,3333,1667,1667,1667,9325,17907,30313,18151,21245
21,Brazil,260,Olives,5510,Production,tonnes,4,2,2,2,3,2,2,1,1,1,56,77,291,265,512
40,Chile,260,Olives,5312,Area harvested,ha,5051,5306,5624,5850,6000,5700,5800,8000,8600,12000,12874,15091,15110,18307,19737
40,Chile,260,Olives,5419,Yield,hg/ha,22768,27328,32006,37607,43333,45614,51724,45000,45000,45000,46592,49978,50348,51518,52688
40,Chile,260,Olives,5510,Production,tonnes,11500,14500,18000,22000,26000,26000,30000,36000,38700,54000,59982,75422,76076,94314,103990
60,El Salvador,260,Olives,5312,Area harvested,ha,3338,3465,3597,3724,3845,3972,4103,4240,4434,5617,4800,4801,5000,5000,5332
60,El Salvador,260,Olives,5419,Yield,hg/ha,16243,16473,16702,16979,17301,17623,17946,18268,18371,15252,18750,19739,20500,20500,20635
60,El Salvador,260,Olives,5510,Production,tonnes,5422,5708,6008,6323,6653,6999,7363,7745,8146,8568,9000,9477,10250,10250,11002
138,Mexico,260,Olives,5312,Area harvested,ha,4327,4625,4860,4067,3860,3627,3218,4112,5111,3292,6818,3538,6581,6916,3624
138,Mexico,260,Olives,5419,Yield,hg/ha,21465,35278,29109,18667,25984,35881,29963,38755,35431,31498,39908,19698,28959,38032,27577
138,Mexico,260,Olives,5510,Production,tonnes,9288,16316,14147,7592,10030,13014,9642,15936,18109,10369,27209,6969,19058,26303,9994
170,Peru,260,Olives,5312,Area harvested,ha,6418,6995,7231,7750,8030,8649,9652,9456,10415,7609,11438,12962,13228,16444,17005
170,Peru,260,Olives,5419,Yield,hg/ha,46779,46379,44929,49147,52890,63154,54184,55461,55401,48850,65602,56389,69948,35130,89343
170,Peru,260,Olives,5510,Production,tonnes,30023,32442,32488,38089,42471,54622,52298,52444,57700,37170,75035,73092,92527,57766,151927
231,United States of America,260,Olives,5312,Area harvested,ha,14570,14570,14569,14570,12960,12950,12545,12141,12141,12545,14569,16794,17806,16187,14973
231,United States of America,260,Olives,5419,Yield,hg/ha,49808,83432,64136,73473,75248,99475,16995,99003,49914,33482,128272,38461,81517,93033,57559
231,United States of America,260,Olives,5510,Production,tonnes,72570,121560,93440,107050,97522,128820,21320,120200,60600,42003,186880,64592,145150,150593,86183
234,Uruguay,260,Olives,5312,Area harvested,ha,1600,1400,1450,1500,1450,1500,1550,1500,1800,2000,2272,2547,3000,2900,2800
234,Uruguay,260,Olives,5419,Yield,hg/ha,20000,22857,22414,22000,22414,25333,27097,22667,21111,21500,21714,21491,21000,21379,21429
234,Uruguay,260,Olives,5510,Production,tonnes,3200,3200,3250,3300,3250,3800,4200,3400,3800,4300,4933,5473,6300,6200,6000
8,Antigua and Barbuda,403,"Onions, dry",5312,Area harvested,ha,15,15,16,18,20,22,25,26,28,30,31,33,35,36,36
8,Antigua and Barbuda,403,"Onions, dry",5419,Yield,hg/ha,73333,76565,77263,77778,75000,76499,76000,77148,77620,77975,78308,78631,80000,78644,78183
8,Antigua and Barbuda,403,"Onions, dry",5510,Production,tonnes,110,115,120,140,150,168,190,202,216,230,244,257,280,283,283
9,Argentina,403,"Onions, dry",5312,Area harvested,ha,20000,21000,24000,25000,24781,26000,24000,24064,23941,22233,23855,24662,24219,24282,24344
9,Argentina,403,"Onions, dry",5419,Yield,hg/ha,272562,276113,269092,271299,282269,294144,290643,290891,293775,292357,294157,295957,297757,299557,301357
9,Argentina,403,"Onions, dry",5510,Production,tonnes,545123,579837,645821,678248,699480,764775,697542,700000,703321,650000,701714,729883,721141,727380,733619
12,Bahamas,403,"Onions, dry",5312,Area harvested,ha,70,70,70,70,72,73,75,80,85,99,115,117,118,119,120
12,Bahamas,403,"Onions, dry",5419,Yield,hg/ha,99286,101286,100226,97813,97283,96771,96000,92500,88890,78243,70767,71274,72197,73120,74042
12,Bahamas,403,"Onions, dry",5510,Production,tonnes,695,709,700,688,696,707,720,740,754,778,815,833,850,868,885
14,Barbados,403,"Onions, dry",5312,Area harvested,ha,15,18,17,19,23,15,20,14,20,30,23,17,24,22,13
14,Barbados,403,"Onions, dry",5419,Yield,hg/ha,213333,192289,182941,177895,242731,231333,222000,205000,212000,208667,221224,234729,227976,230929,233881
14,Barbados,403,"Onions, dry",5510,Production,tonnes,320,350,311,338,551,347,444,287,424,626,498,393,550,504,315
17,Bermuda,403,"Onions, dry",5312,Area harvested,ha,5,5,5,5,5,5,5,5,6,6,6,6,6,5,5
17,Bermuda,403,"Onions, dry",5419,Yield,hg/ha,118124,115415,115139,113283,112276,111290,110479,110051,100000,108612,108879,117570,117636,117702,117768
17,Bermuda,403,"Onions, dry",5510,Production,tonnes,59,58,58,57,56,56,55,55,60,65,65,71,72,58,57
19,Bolivia (Plurinational State of),403,"Onions, dry",5312,Area harvested,ha,6530,6545,6550,6418,6512,6673,6840,6921,6825,9177,8891,8972,9614,9277,9310
19,Bolivia (Plurinational State of),403,"Onions, dry",5419,Yield,hg/ha,75498,75401,75298,48506,48739,48465,48659,48158,48684,85633,83349,83202,100273,88842,89118
19,Bolivia (Plurinational State of),403,"Onions, dry",5510,Production,tonnes,49300,49350,49320,31131,31739,32341,33283,33330,33227,78585,74103,74648,96402,82419,82971
21,Brazil,403,"Onions, dry",5312,Area harvested,ha,66296,63929,68869,68790,58361,58388,63314,63622,65164,66013,70429,63481,60931,57402,59190
21,Brazil,403,"Onions, dry",5419,Yield,hg/ha,172229,164299,177456,178783,198345,194849,212576,213810,209789,229024,248947,239964,249302,268097,278172
21,Brazil,403,"Onions, dry",5510,Production,tonnes,1141810,1050350,1222120,1229850,1157562,1137684,1345905,1360300,1367066,1511853,1753311,1523316,1519022,1538929,1646498
33,Canada,403,"Onions, dry",5312,Area harvested,ha,4887,5848,5420,5698,5621,5563,5512,5999,5485,6118,5264,5694,5776,5130,5576
33,Canada,403,"Onions, dry",5419,Yield,hg/ha,387457,334299,310384,302541,338504,305700,383393,367373,369437,388849,378076,358379,364534,379581,440613
33,Canada,403,"Onions, dry",5510,Production,tonnes,189350,195498,168228,172388,190273,170061,211326,220387,202636,237898,199019,204061,210555,194725,245686
40,Chile,403,"Onions, dry",5312,Area harvested,ha,5847,6000,6500,7000,7500,7800,7900,6025,6000,6144,6186,6368,7178,7072,6766
40,Chile,403,"Onions, dry",5419,Yield,hg/ha,482726,483333,484615,485714,486667,487179,487342,481328,480000,480499,481266,480737,478166,477334,476501
40,Chile,403,"Onions, dry",5510,Production,tonnes,282250,290000,315000,340000,365000,380000,385000,290000,288000,295204,297711,306133,343204,337551,322401
44,Colombia,403,"Onions, dry",5312,Area harvested,ha,18902,17324,18099,21317,20290,20996,15718,15177,13469,20055,19718,17264,18135,18959,18496
44,Colombia,403,"Onions, dry",5419,Yield,hg/ha,394458,238091,231497,265782,229168,227574,174808,207710,228548,214093,232945,219493,219084,233484,253144
44,Colombia,403,"Onions, dry",5510,Production,tonnes,745604,412469,418987,566567,464981,477815,274763,315241,307831,429363,459320,378941,397307,442654,468218
48,Costa Rica,403,"Onions, dry",5312,Area harvested,ha,628,1200,1020,992,1348,1243,1897,1424,1382,1118,1187,1357,1058,1446,1544
48,Costa Rica,403,"Onions, dry",5419,Yield,hg/ha,245939,274275,278471,265867,251751,262164,281455,260301,272272,316547,294356,270921,334263,288776,248258
48,Costa Rica,403,"Onions, dry",5510,Production,tonnes,15445,32913,28404,26386,33936,32587,53392,37067,37628,35390,34940,36764,35365,41757,38331
49,Cuba,403,"Onions, dry",5312,Area harvested,ha,5291,6770,7409,7924,9552,8722,7892,8877,11057,11586,9766,10713,9175,11620,8865
49,Cuba,403,"Onions, dry",5419,Yield,hg/ha,137704,134939,124014,128344,151905,148393,141903,118396,115854,113326,114414,133949,128876,109188,127218
49,Cuba,403,"Onions, dry",5510,Production,tonnes,72859,91354,91882,101700,145100,129428,111990,105100,128100,131300,111737,143500,118244,126876,112779
56,Dominican Republic,403,"Onions, dry",5312,Area harvested,ha,2936,3475,3890,3098,2952,3705,2787,3018,3118,2736,2666,4339,3724,3533,4255
56,Dominican Republic,403,"Onions, dry",5419,Yield,hg/ha,107684,118515,109645,140384,125512,124850,154126,158953,164092,172959,181462,176054,149879,140222,142645
56,Dominican Republic,403,"Onions, dry",5510,Production,tonnes,31616,41184,42652,43491,37051,46257,42955,47972,51164,47323,48386,76386,55822,49537,60699
60,El Salvador,403,"Onions, dry",5312,Area harvested,ha,60,50,50,50,43,63,50,105,117,31,31,33,48,47,46
60,El Salvador,403,"Onions, dry",5419,Yield,hg/ha,66667,60000,60000,60000,61628,68413,68200,67619,67436,177742,177742,160139,130892,141241,146914
60,El Salvador,403,"Onions, dry",5510,Production,tonnes,400,300,300,300,265,431,341,710,789,551,551,535,628,661,682
87,Guadeloupe,403,"Onions, dry",5312,Area harvested,ha,3,3,3,3,3,3,4,4,5,5,6,7,12,7,3
87,Guadeloupe,403,"Onions, dry",5419,Yield,hg/ha,64189,62203,60261,58341,56437,54562,52712,50884,49074,47279,45496,43722,33333,39807,63163
87,Guadeloupe,403,"Onions, dry",5510,Production,tonnes,21,21,20,20,17,16,20,22,24,26,27,29,40,26,20
89,Guatemala,403,"Onions, dry",5312,Area harvested,ha,5250,5320,5040,3500,3500,4060,4425,3733,3773,3773,4270,4340,4613,4403,4683
89,Guatemala,403,"Onions, dry",5419,Yield,hg/ha,199581,198925,186181,323997,152277,231121,323975,318063,318049,330551,285066,286359,276835,295315,285106
89,Guatemala,403,"Onions, dry",5510,Production,tonnes,104780,105828,93835,113399,53297,93835,143359,118733,120000,124717,121723,124280,127704,130027,133515
91,Guyana,403,"Onions, dry",5312,Area harvested,ha,900,450,150,220,80,70,150,100,65,290,440,765,395,885,687
91,Guyana,403,"Onions, dry",5419,Yield,hg/ha,50267,50111,43400,51818,49250,51714,52467,51100,50769,50000,50091,50863,49975,50011,50402
91,Guyana,403,"Onions, dry",5510,Production,tonnes,4524,2255,651,1140,394,362,787,511,330,1450,2204,3891,1974,4426,3465
93,Haiti,403,"Onions, dry",5312,Area harvested,ha,1200,800,850,831,847,1200,1234,2100,1200,1413,1543,1538,1605,1640,1693
93,Haiti,403,"Onions, dry",5419,Yield,hg/ha,50000,46250,47059,48107,48408,50000,48622,47619,50000,49307,49364,49382,49509,49637,49765
93,Haiti,403,"Onions, dry",5510,Production,tonnes,6000,3700,4000,4000,4100,6000,6000,10000,6000,6966,7618,7595,7944,8139,8428
95,Honduras,403,"Onions, dry",5312,Area harvested,ha,707,790,1125,1185,1245,1305,1061,802,810,813,920,752,820,796,857
95,Honduras,403,"Onions, dry",5419,Yield,hg/ha,149180,143241,140987,141097,142000,142429,179546,268791,268802,165609,175870,176596,158024,171924,178050
95,Honduras,403,"Onions, dry",5510,Production,tonnes,10547,11316,15861,16720,17679,18587,19044,21557,21773,13464,16180,13280,12958,13683,15265
109,Jamaica,403,"Onions, dry",5312,Area harvested,ha,77,78,92,73,57,41,30,26,50,59,59,95,104,59,69
109,Jamaica,403,"Onions, dry",5419,Yield,hg/ha,158312,101026,114130,82466,70526,75854,78624,82692,91000,122203,94068,106842,104615,115254,100145
109,Jamaica,403,"Onions, dry",5510,Production,tonnes,1219,788,1050,602,402,311,234,215,455,721,555,1015,1088,680,691
138,Mexico,403,"Onions, dry",5312,Area harvested,ha,40935,42900,44424,40886,43697,46446,45673,48138,42998,41726,44843,47126,42591,42951,47431
138,Mexico,403,"Onions, dry",5419,Yield,hg/ha,221193,239790,254516,279277,283947,265015,271109,288169,291279,286588,282356,296832,290813,295700,288458
138,Mexico,403,"Onions, dry",5510,Production,tonnes,905452,1028700,1130664,1141850,1240762,1230888,1238236,1387188,1252441,1195818,1266169,1398851,1238602,1270060,1368184
142,Montserrat,403,"Onions, dry",5312,Area harvested,ha,20,21,22,23,23,24,25,26,27,29,30,32,36,34,34
142,Montserrat,403,"Onions, dry",5419,Yield,hg/ha,27397,27168,26947,26747,26571,26414,26279,26170,26090,26043,23333,26501,27778,26861,26466
142,Montserrat,403,"Onions, dry",5510,Production,tonnes,56,57,59,60,62,64,67,69,72,75,70,84,100,92,91
157,Nicaragua,403,"Onions, dry",5312,Area harvested,ha,2500,2600,2700,2800,2900,3000,3058,3118,3128,3167,3202,3235,3250,3308,2844
157,Nicaragua,403,"Onions, dry",5419,Yield,hg/ha,22000,20385,20370,21429,21724,21667,22011,22331,23394,24012,24641,25283,26154,26498,25229
157,Nicaragua,403,"Onions, dry",5510,Production,tonnes,5500,5300,5500,6000,6300,6500,6732,6962,7319,7604,7891,8180,8500,8766,7176
166,Panama,403,"Onions, dry",5312,Area harvested,ha,235,327,778,907,784,1241,971,1187,1072,1293,1122,1849,1033,672,698
166,Panama,403,"Onions, dry",5419,Yield,hg/ha,244553,262171,250694,240562,246496,204237,269228,259107,257481,228970,224295,134035,216285,222143,220321
166,Panama,403,"Onions, dry",5510,Production,tonnes,5747,8573,19504,21819,19313,25354,26142,30756,27602,29608,25177,24783,22335,14930,15384
169,Paraguay,403,"Onions, dry",5312,Area harvested,ha,5367,5008,4980,4858,4923,4600,4800,5005,5000,5500,5700,5297,5000,5280,5351
169,Paraguay,403,"Onions, dry",5419,Yield,hg/ha,63350,62867,62429,61752,61394,59674,60000,60565,60000,58182,61404,60014,60000,59150,58989
169,Paraguay,403,"Onions, dry",5510,Production,tonnes,34000,31482,31090,30000,30224,27450,28800,30313,30000,32000,35000,31789,30000,31233,31564
170,Peru,403,"Onions, dry",5312,Area harvested,ha,16014,16845,18579,18042,17575,15968,18176,18879,18116,17932,21568,19785,19941,19062,18206
170,Peru,403,"Onions, dry",5419,Yield,hg/ha,239475,246980,249246,262097,293291,308904,317268,336031,354113,337992,335702,367458,388925,392445,416474
170,Peru,403,"Onions, dry",5510,Production,tonnes,383495,416037,463075,472876,515459,493258,576666,634393,641511,606087,724042,727016,775537,748078,758233
188,Saint Kitts and Nevis,403,"Onions, dry",5312,Area harvested,ha,5,6,6,6,5,5,2,2,5,7,3,6,9,5,8
188,Saint Kitts and Nevis,403,"Onions, dry",5419,Yield,hg/ha,118000,100000,100000,113292,140000,110000,118750,110000,110870,112329,112414,115000,111111,114000,110000
188,Saint Kitts and Nevis,403,"Onions, dry",5510,Production,tonnes,59,60,60,68,70,55,19,22,51,82,33,69,100,57,88
231,United States of America,403,"Onions, dry",5312,Area harvested,ha,67250,65390,65850,67210,68450,66860,65960,64780,62120,61130,60410,59740,59440,58010,56600
231,United States of America,403,"Onions, dry",5419,Yield,hg/ha,483746,469287,481101,495115,550438,498664,492705,557626,548514,560952,552620,562600,545582,544622,559495
231,United States of America,403,"Onions, dry",5510,Production,tonnes,3253190,3068670,3168050,3327670,3767750,3334070,3249880,3612300,3407370,3429100,3338380,3360970,3242940,3159350,3166740
234,Uruguay,403,"Onions, dry",5312,Area harvested,ha,2500,1800,1799,2466,2640,1945,1945,2181,1647,1908,1812,1711,1663,1341,1206
234,Uruguay,403,"Onions, dry",5419,Yield,hg/ha,80000,138889,149772,160239,126004,143162,143162,183572,118786,133931,136788,168547,190523,203952,247239
234,Uruguay,403,"Onions, dry",5510,Production,tonnes,20000,25000,26944,39515,33265,27845,27845,40037,19564,25554,24786,28837,31684,27350,29817
236,Venezuela (Bolivarian Republic of),403,"Onions, dry",5312,Area harvested,ha,7891,10318,10968,11031,9425,11053,11636,11036,11436,14000,13507,14587,6694,7711,9511
236,Venezuela (Bolivarian Republic of),403,"Onions, dry",5419,Yield,hg/ha,222061,228726,252268,250240,250709,240153,219121,232142,238615,259743,227470,231961,221567,225583,208977
236,Venezuela (Bolivarian Republic of),403,"Onions, dry",5510,Production,tonnes,175228,235999,276687,276040,236293,265441,254969,256192,272880,363640,307244,338361,148317,173947,198758
12,Bahamas,402,"Onions, shallots, green",5312,Area harvested,ha,,,,,,,,,,,74,75,77,78,80
12,Bahamas,402,"Onions, shallots, green",5419,Yield,hg/ha,,,,,,,,,,,77973,78533,78052,78129,78341
12,Bahamas,402,"Onions, shallots, green",5510,Production,tonnes,,,,,,,,,,,577,589,601,613,625
23,Belize,402,"Onions, shallots, green",5312,Area harvested,ha,25,63,63,36,25,35,30,28,43,37,38,49,41,37,48
23,Belize,402,"Onions, shallots, green",5419,Yield,hg/ha,50800,53651,85079,226667,236400,279714,225667,140000,200465,187297,227001,304898,197073,173243,180833
23,Belize,402,"Onions, shallots, green",5510,Production,tonnes,127,338,536,816,591,979,677,392,862,693,863,1494,808,641,868
48,Costa Rica,402,"Onions, shallots, green",5312,Area harvested,ha,7,8,8,9,9,10,10,11,11,12,12,13,14,14,15
48,Costa Rica,402,"Onions, shallots, green",5419,Yield,hg/ha,78571,75000,75000,72222,72222,70000,70000,68182,68182,66667,66667,65385,64131,63296,62691
48,Costa Rica,402,"Onions, shallots, green",5510,Production,tonnes,55,60,60,65,65,70,70,75,75,80,80,85,87,89,91
58,Ecuador,402,"Onions, shallots, green",5312,Area harvested,ha,13500,13600,13000,9500,10784,11995,12000,11900,12000,12366,12161,11838,11512,11550,11588
58,Ecuador,402,"Onions, shallots, green",5419,Yield,hg/ha,73047,74384,75707,73837,71547,77240,77500,76471,76667,76822,77633,77275,77638,78002,78366
58,Ecuador,402,"Onions, shallots, green",5510,Production,tonnes,98614,101162,98419,70145,77156,92649,93000,91000,92000,95000,94412,91478,89374,90094,90813
58,Ecuador,402,"Onions, shallots, green",5525,Seed,tonnes,23800,22950,17850,18700,21250,22100,22500,22500,22500,22500,23000,23500,27370,27370,
91,Guyana,402,"Onions, shallots, green",5312,Area harvested,ha,,,,,,,,,,,,,,,
91,Guyana,402,"Onions, shallots, green",5510,Production,tonnes,,,,,,,,,,,,,,,
109,Jamaica,402,"Onions, shallots, green",5312,Area harvested,ha,816,1041,603,641,675,781,767,787,795,863,989,1003,1065,1139,897
109,Jamaica,402,"Onions, shallots, green",5419,Yield,hg/ha,189853,168175,136401,134914,128859,139232,143937,137738,128176,117972,113185,138664,132789,143073,138640
109,Jamaica,402,"Onions, shallots, green",5510,Production,tonnes,15492,17507,8225,8648,8698,10874,11037,10840,10190,10181,11194,13908,14142,16296,12436
138,Mexico,402,"Onions, shallots, green",5312,Area harvested,ha,8748,9937,10500,11000,11500,9640,6848,7000,7156,8062,7979,8038,8098,8158,8218
138,Mexico,402,"Onions, shallots, green",5419,Yield,hg/ha,124485,127395,123810,122727,121739,119559,115031,114286,116236,118462,117770,117432,117095,116757,116420
138,Mexico,402,"Onions, shallots, green",5510,Production,tonnes,108900,126592,130000,135000,140000,115259,78773,80000,83178,95501,93966,94393,94820,95246,95673
169,Paraguay,402,"Onions, shallots, green",5312,Area harvested,ha,2164,1952,2000,2373,2210,2250,2110,2185,731,780,754,796,804,796,800
169,Paraguay,402,"Onions, shallots, green",5419,Yield,hg/ha,56437,60927,60000,49831,83864,47111,52938,71597,63365,61897,76817,61872,61256,61872,75000
169,Paraguay,402,"Onions, shallots, green",5510,Production,tonnes,12213,11893,12000,11825,18534,10600,11170,15644,4632,4828,5792,4925,4925,4925,6000
177,Puerto Rico,402,"Onions, shallots, green",5312,Area harvested,ha,300,310,330,332,322,246,282,250,284,289,293,297,320,295,292
177,Puerto Rico,402,"Onions, shallots, green",5419,Yield,hg/ha,153333,154839,151515,153675,153385,153252,153886,154000,154194,154371,154536,154699,156250,154978,154579
177,Puerto Rico,402,"Onions, shallots, green",5510,Production,tonnes,4600,4800,5000,5102,4939,3770,4345,3850,4382,4462,4531,4599,5000,4575,4513
236,Venezuela (Bolivarian Republic of),402,"Onions, shallots, green",5312,Area harvested,ha,,,1828,1503,1856,2700,2401,2557,2442,2400,2037,2263,2122,2616,2844
236,Venezuela (Bolivarian Republic of),402,"Onions, shallots, green",5419,Yield,hg/ha,,,196428,254311,229386,176452,197888,203371,207011,208333,200172,200141,182785,181422,185042
236,Venezuela (Bolivarian Republic of),402,"Onions, shallots, green",5510,Production,tonnes,,,35907,38223,42574,47642,47513,52002,50552,50000,40775,45292,38787,47460,52626
9,Argentina,490,Oranges,5312,Area harvested,ha,49173,52104,56000,58000,58000,67000,58000,59000,55000,56000,48229,48891,43702,40000,46062
9,Argentina,490,Oranges,5419,Yield,hg/ha,160067,176243,136938,118508,132759,132220,170690,135593,171371,160488,172818,231142,213612,200000,195130
9,Argentina,490,Oranges,5510,Production,tonnes,787096,918294,766854,687346,770000,885871,990000,800000,942541,898732,833486,1130074,933526,800000,898812
12,Bahamas,490,Oranges,5312,Area harvested,ha,,,,,,,,,,,161,161,161,161,161
12,Bahamas,490,Oranges,5419,Yield,hg/ha,,,,,,,,,,,227019,227205,227391,227451,227530
12,Bahamas,490,Oranges,5510,Production,tonnes,,,,,,,,,,,3655,3658,3661,3664,3667
