id,country,managed_by,fulfill_via,vendor_inco_term,shipment_mode,scheduled_delivery_date,delivered_to_client_date,product_group,sub_classification,vendor,item_id,item_description,brand,unit_of_measure_per_pack,line_item_quantity,line_item_value,pack_price,unit_price,manufacturing_site,weight_kilograms,freight_cost_usd,line_item_insurance_usd
40286,Rwanda,PMO - US,Direct Drop,FCA,Air,22-Jan-14,22-Jan-14,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),SKU0045,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Generic,60,500,2970,5.94,0.1,ABBVIE Ludwigshafen Germany,65,985.26,3.05
40351,Haiti,PMO - US,Direct Drop,EXW,Air,18-Jan-12,18-Jan-12,ANTM,Malaria,AMSTELFARMA B.V.,SKU0088,"Sulfadoxine/Pyrimethamine 500/25mg, tablets, 1000 Tabs",Generic,1000,10,316.5,31.65,0.03,"Micro Labs, Hosur, India",See ASN-13412 (ID#:16085),See ASN-13412 (ID#:16085),0.44
40364,South Africa,PMO - US,Direct Drop,DDP,Ocean,12-Oct-10,15-Dec-10,ARV,Adult,Aurobindo Pharma Limited,SKU0026,"Efavirenz 600mg, tablets, 30 Tabs",Generic,30,52516,236847.16,4.51,0.15,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,510.64
40365,Haiti,PMO - US,Direct Drop,EXW,Ocean,3-Jul-15,3-Jul-15,ARV,Pediatric,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),SKU0131,"Lamivudine/Zidovudine 30/60mg, tablets, 60 Tabs",Generic,60,6000,11940,1.99,0.03,Mylan (formerly Matrix) Nashik,Weight Captured Separately,Invoiced Separately,12.27
40373,Tanzania,PMO - US,Direct Drop,EXW,Air,29-Mar-11,29-Mar-11,HRDT,HIV test,"Trinity Biotech, Plc",SKU0009,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",Uni-Gold,20,30,960,32,1.6,"Trinity Biotech, Plc",10,910.73,1.58
40379,South Africa,PMO - US,Direct Drop,DDP,Truck,19-Feb-15,19-Feb-15,ARV,Pediatric,PHARMACY DIRECT,SKU0071,"Abacavir 20mg/ml, oral solution, Bottle, 240 ml",Generic,240,3,73.53,24.51,0.1,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,0.08
40443,Vietnam,PMO - US,Direct Drop,FCA,Air,19-Mar-15,19-Mar-15,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),SKU0118,"Ritonavir 100mg [Norvir], film coated tablets, 30 Tabs",Norvir,30,128,2977.28,23.26,0.78,ABBVIE Ludwigshafen Germany,1232,2769.45,3.5
40479,Tanzania,PMO - US,Direct Drop,FCA,Air,30-Sep-14,30-Sep-14,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),SKU0042,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Kaletra,300,304,9369.28,30.82,0.1,ABBVIE (Abbott) Logis. UK,278,5656.74,9.63
40484,Kenya,PMO - US,Direct Drop,EXW,Air,10-Feb-11,10-Feb-11,HRDT,HIV test,"Orgenics, Ltd",SKU0002,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",Determine,100,8563,762107,89,0.89,Inverness Japan,1474,15687.32,1643.1
40490,South Sudan,PMO - US,Direct Drop,EXW,Air,29-Sep-14,29-Sep-14,HRDT,HIV test,"Trinity Biotech, Plc",SKU0009,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",Uni-Gold,20,450,14400,32,1.6,"Trinity Biotech, Plc",See ASN-27241 (ID#:23488),See ASN-27241 (ID#:23488),14.8
40496,South Africa,PMO - US,Direct Drop,DDP,Truck,5-Aug-14,5-Aug-14,ARV,Adult,PHARMACY DIRECT,SKU0139,"Darunavir 300mg [Prezista], tablets, 120 Tabs",Prezista,120,18,1254.77,69.71,0.58,"Janssen-Cilag, Latina, IT",Weight Captured Separately,Freight Included in Commodity Cost,1.29
40498,Côte d'Ivoire,PMO - US,Direct Drop,CIP,Air,16-Apr-10,16-Apr-10,ARV,Pediatric,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),SKU0102,"Efavirenz 30mg/ml [Stocrin/Sustiva], oral solution, Bottle, 180 ml",Stocrin/Sustiva,180,3559,60360.64,16.96,0.09,"MSD, Haarlem, NL",1061,2454.99,118.31
40555,Tanzania,PMO - US,Direct Drop,FCA,Air,11-Jun-10,4-Jun-10,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),SKU0008,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Aluvia,120,2855,103236.8,36.16,0.3,ABBVIE Ludwigshafen Germany,Weight Captured Separately,Invoiced Separately,222.58
40580,Cameroon,PMO - US,Direct Drop,EXW,Air,27-Aug-13,27-Aug-13,HRDT,HIV test,"Orgenics, Ltd",SKU0002,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",Determine,100,5000,400000,80,0.8,"Alere Medical Co., Ltd.",2268,37942.89,494.8
40584,South Africa,PMO - US,Direct Drop,DDP,Ocean,15-Aug-11,15-Sep-11,ARV,Adult,Aurobindo Pharma Limited,SKU0014,"Zidovudine 300mg, tablets, 60 Tabs",Generic,60,7548,55100.4,7.3,0.12,"Aurobindo Unit III, India",391,659.58,90.92
40598,South Africa,PMO - US,Direct Drop,DDP,Truck,29-Aug-14,29-Aug-14,ARV,Adult,S. BUYS WHOLESALER,SKU0105,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Generic,30,334,11131.8,33.33,1.11,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,13.77
40608,Uganda,PMO - US,Direct Drop,EXW,Air,19-Jan-10,19-Jan-10,ARV,Adult,ASPEN PHARMACARE,SKU0139,"Darunavir 300mg [Prezista], tablets, 120 Tabs",Prezista,120,120,10800,90,0.75,"Aspen-OSD, Port Elizabeth, SA",18,1190.02,21.17
40620,Mozambique,PMO - US,Direct Drop,EXW,Air,22-Nov-11,5-Dec-11,HRDT,HIV test,"Orgenics, Ltd",SKU0017,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",Determine,100,2591,201320.7,77.7,0.78,Inverness Japan,994,12838.85,332.18
40627,South Africa,PMO - US,Direct Drop,DDP,Ocean,16-Sep-11,16-Sep-11,ARV,Adult,STRIDES ARCOLAB LIMITED,SKU0007,"Nevirapine 200mg, tablets, 60 Tabs",Generic,60,150000,430500,2.87,0.05,"Strides, Bangalore, India.",9282,15222.94,710.32
40657,Ethiopia,PMO - US,Direct Drop,EXW,Air,29-Jan-10,29-Jan-10,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",SKU0016,"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",Stat-Pak,20,140,3780,27,1.35,Chembio Diagnostics Sys. Inc.,38,447.73,8.15
40665,Ethiopia,PMO - US,Direct Drop,EXW,Air,4-Sep-12,4-Sep-12,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",SKU0063,"HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests",Colloidal Gold,1,25004,612598,24.5,24.5,"KHB Test Kit Facility, Shanghai China",17367,161962.32,858.86
40680,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,27-Feb-14,27-Feb-14,ARV,Pediatric,Aurobindo Pharma Limited,SKU0120,"Nevirapine 50mg, dispersible tablets (tablets for oral suspension), 30 Tabs",Generic,30,7000,8750,1.25,0.04,"Aurobindo Unit III, India",480,5325.3,10.82
40702,South Sudan,PMO - US,Direct Drop,EXW,Air,3-Jun-15,3-Jun-15,HRDT,HIV test - Ancillary,"Orgenics, Ltd",SKU0136,"Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial",Determine,1,45,225,5,5,"Alere Medical Co., Ltd.",See ASN-31321 (ID#:30363),See ASN-31321 (ID#:30363),0.26
40762,Uganda,PMO - US,Direct Drop,EXW,Air,18-Jul-12,23-Jul-12,ARV,Adult,Aurobindo Pharma Limited,SKU0135,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Generic,120,10679,272314.5,25.5,0.21,"Aurobindo Unit III, India",2709,11409.29,381.78
40779,Mozambique,PMO - US,Direct Drop,EXW,Air,2-May-14,2-May-14,HRDT,HIV test,"Orgenics, Ltd",SKU0002,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",Determine,100,8898,711840,80,0.8,"Alere Medical Co., Ltd.",3611,24079.79,731.77
40790,South Africa,PMO - US,Direct Drop,DDP,Truck,27-Aug-14,27-Aug-14,ARV,Adult,S. BUYS WHOLESALER,SKU0008,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Aluvia,120,62,1597.1,25.76,0.21,ABBVIE Ludwigshafen Germany,Weight Captured Separately,Freight Included in Commodity Cost,1.98
40791,Vietnam,PMO - US,Direct Drop,EXW,Air,22-Dec-11,22-Dec-11,ARV,Adult,STRIDES ARCOLAB LIMITED,SKU0003,"Lamivudine 150mg, tablets, 60 Tabs",Generic,60,23355,54884.25,2.35,0.04,"Strides, Bangalore, India.",1073,5221.88,90.56
40798,South Africa,PMO - US,Direct Drop,DDP,Ocean,18-Nov-11,18-Nov-11,ARV,Pediatric,GLAXOSMITHKLINE EXPORT LIMITED,SKU0087,"Abacavir 20mg/ml [Ziagen], oral solution, Bottle, 240 ml",Ziagen,240,20000,185600,9.28,0.04,GSK Mississauga (Canada),7293,6560.34,306.24
40812,Rwanda,PMO - US,Direct Drop,CIP,Air,29-Apr-10,29-Apr-10,ARV,Adult,EMCURE PHARMACEUTICALS LTD,SKU0026,"Efavirenz 600mg, tablets, 30 Tabs",Generic,30,54684,327557.16,5.99,0.2,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",3889,31784.09,642.01
40821,Cameroon,PMO - US,Direct Drop,EXW,Air,9-Nov-13,30-Oct-13,ARV,Adult,CIPLA LIMITED,SKU0107,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Generic,30,12600,57960,4.6,0.15,"Cipla, Kurkumbh, India",1278,15106.61,71.7
40836,South Africa,PMO - US,Direct Drop,DDP,Ocean,4-Jan-12,4-Jan-12,ARV,Adult,Aurobindo Pharma Limited,SKU0014,"Zidovudine 300mg, tablets, 60 Tabs",Generic,60,6384,46603.2,7.3,0.12,"Aurobindo Unit III, India",331,5766.83,76.9
40840,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,4-Nov-14,4-Nov-14,HRDT,HIV test,"Trinity Biotech, Plc",SKU0009,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",Uni-Gold,20,89,2848,32,1.6,"Trinity Biotech, Plc",See ASN-28279 (ID#:13547),See ASN-28279 (ID#:13547),2.93
40841,South Africa,PMO - US,Direct Drop,DDP,Truck,27-Aug-14,27-Aug-14,ARV,Adult,S. BUYS WHOLESALER,SKU0029,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Generic,30,273,6169.93,22.6,0.75,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,7.63
40851,Cameroon,PMO - US,Direct Drop,EXW,Air,26-Sep-13,26-Sep-13,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),SKU0014,"Zidovudine 300mg, tablets, 60 Tabs",Generic,60,5000,32500,6.5,0.11,Mylan (formerly Matrix) Nashik,294,4339.64,40.2
40868,South Africa,South Africa Field Office,Direct Drop,DDP,Truck,12-Apr-13,12-Apr-13,ARV,Pediatric,S. BUYS WHOLESALER,SKU0042,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Kaletra,300,48,1199.64,24.99,0.08,ABBVIE (Abbott) Logis. UK,Weight Captured Separately,Freight Included in Commodity Cost,1.48
40894,Zambia,PMO - US,Direct Drop,EXW,Air,5-Jun-13,6-Jun-13,HRDT,HIV test,"Orgenics, Ltd",SKU0002,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",Determine,100,2950,236000,80,0.8,"Alere Medical Co., Ltd.",1222,22041.41,291.93
40901,South Africa,PMO - US,Direct Drop,DDP,Ocean,31-May-11,13-Jun-11,ARV,Adult,Aurobindo Pharma Limited,SKU0029,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Generic,30,108677,722702.05,6.65,0.22,"Aurobindo Unit III, India",10144,8809.08,1192.46
40923,South Africa,PMO - US,Direct Drop,DDP,Ocean,26-Apr-11,26-May-11,ARV,Adult,Aurobindo Pharma Limited,SKU0026,"Efavirenz 600mg, tablets, 30 Tabs",Generic,30,125247,567368.91,4.53,0.15,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,1223.25
40933,South Africa,PMO - US,Direct Drop,DDP,Truck,27-Aug-09,27-Aug-09,ARV,Adult,S. BUYS WHOLESALER,SKU0056,"Ritonavir 100mg [Norvir], capsules, cool, 84 Caps",Norvir,84,123,1348.43,10.96,0.13,ABBVIE (Abbott) Logis. UK,Weight Captured Separately,Freight Included in Commodity Cost,2.64
40934,Vietnam,PMO - US,Direct Drop,FCA,Air,16-Sep-13,16-Sep-13,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),SKU0118,"Ritonavir 100mg [Norvir], film coated tablets, 30 Tabs",Norvir,30,71,1651.46,23.26,0.78,ABBVIE Ludwigshafen Germany,15,493.42,2.04
40935,Vietnam,PMO - US,Direct Drop,EXW,Air,27-Jul-15,27-Jul-15,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),SKU0011,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Generic,60,13000,84370,6.49,0.11,Mylan (formerly Matrix) Nashik,Weight Captured Separately,Invoiced Separately,99.3
40936,Vietnam,PMO - US,Direct Drop,EXW,Air,14-Dec-12,14-Dec-12,ARV,Adult,HETERO LABS LIMITED,SKU0058,"Abacavir 300mg, tablets, 60 Tabs",Generic,60,385,4966.5,12.9,0.22,Hetero Unit III Hyderabad IN,See ASN-17176 (ID#:20219),See ASN-17176 (ID#:20219),6.96
40942,Haiti,PMO - US,Direct Drop,CIP,Air,29-Jun-10,29-Jun-10,ARV,Pediatric,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),SKU0102,"Efavirenz 30mg/ml [Stocrin/Sustiva], oral solution, Bottle, 180 ml",Stocrin/Sustiva,180,180,3052.8,16.96,0.09,"MSD, Haarlem, NL",Weight Captured Separately,Freight Included in Commodity Cost,6.58
40950,Guyana,PMO - US,Direct Drop,FCA,Air,5-Nov-14,5-Nov-14,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),SKU0042,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Kaletra,300,12,729.84,60.82,0.2,ABBVIE (Abbott) Logis. UK,39,790.71,0.75
40963,Nigeria,PMO - US,Direct Drop,EXW,Air,19-Jan-15,16-Jan-15,HRDT,HIV test,"Orgenics, Ltd",SKU0002,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",Determine,100,6170,549130,89,0.89,"Alere Medical Co., Ltd.",2498,30648.28,564.51
41011,South Africa,PMO - US,Direct Drop,DDP,Truck,29-Aug-14,29-Aug-14,ARV,Pediatric,S. BUYS WHOLESALER,SKU0145,"Abacavir 20mg/ml, oral solution w/syringe, Bottle, 240 ml",Generic,240,143,3866.47,27.04,0.11,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,4.78
41022,South Africa,PMO - US,Direct Drop,DDP,Ocean,31-Jan-11,31-Jan-11,ARV,Adult,Aurobindo Pharma Limited,SKU0003,"Lamivudine 150mg, tablets, 60 Tabs",Generic,60,236129,559625.73,2.37,0.04,"Aurobindo Unit III, India",11917,17266.6,1206.55
41032,South Africa,PMO - US,Direct Drop,DDP,Truck,3-Oct-14,3-Oct-14,ARV,Adult,PHARMACY DIRECT,SKU0026,"Efavirenz 600mg, tablets, 30 Tabs",Generic,30,51,795.4,15.6,0.52,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,0.82
41042,Vietnam,PMO - US,Direct Drop,EXW,Air,5-Jun-12,5-Jun-12,ARV,Pediatric,Aurobindo Pharma Limited,SKU0117,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Generic,240,500,1050,2.1,0.01,"Aurobindo Unit III, India",See ASN-14875 (ID#:35053),See ASN-14875 (ID#:35053),1.47
41045,Rwanda,PMO - US,Direct Drop,CIP,Air,15-Dec-09,15-Dec-09,ARV,Adult,HETERO LABS LIMITED,SKU0007,"Nevirapine 200mg, tablets, 60 Tabs",Generic,60,34500,106605,3.09,0.05,Hetero Unit III Hyderabad IN,2044,10883.65,208.95
41056,South Africa,PMO - US,Direct Drop,DDP,Truck,13-Jan-14,13-Jan-14,ARV,Pediatric,S. BUYS WHOLESALER,SKU0045,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Generic,60,8,46.26,5.78,0.1,ABBVIE Ludwigshafen Germany,Weight Captured Separately,Freight Included in Commodity Cost,0.05
41062,"Congo, DRC",PMO - US,Direct Drop,FCA,Air,15-Jan-14,15-Jan-14,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),SKU0045,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Generic,60,304,1805.76,5.94,0.1,ABBVIE Ludwigshafen Germany,43,453.31,2.23
41092,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,31-Dec-12,31-Dec-12,ARV,Pediatric,Aurobindo Pharma Limited,SKU0138,"Abacavir/Lamivudine 60/30mg, tablets, 60 Tabs",Generic,60,7228,33248.8,4.6,0.08,"Aurobindo Unit III, India",338,3845.67,46.61
41096,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,11-Jul-13,19-Jul-13,ARV,Pediatric,Aurobindo Pharma Limited,SKU0120,"Nevirapine 50mg, dispersible tablets (tablets for oral suspension), 30 Tabs",Generic,30,492,615,1.25,0.04,"Aurobindo Unit III, India",27,938.06,0.76
41099,South Africa,PMO - US,Direct Drop,DDP,Air,1-Sep-10,11-Oct-10,ARV,Adult,CIPLA LIMITED,SKU0029,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Generic,30,83238,650921.16,7.82,0.26,"Cipla, Goa, India",5663,5298.02,1403.39
41132,South Africa,PMO - US,Direct Drop,DDP,Truck,4-Jul-14,4-Jul-14,ARV,Adult,S. BUYS WHOLESALER,SKU0056,"Ritonavir 100mg [Norvir], capsules, cool, 84 Caps",Norvir,84,3,19.05,6.35,0.08,ABBVIE (Abbott) Logis. UK,Weight Captured Separately,Freight Included in Commodity Cost,0.02
41146,Zimbabwe,PMO - US,Direct Drop,EXW,Air,1-Sep-09,1-Sep-09,HRDT,HIV test,"Standard Diagnostics, Inc.",SKU0019,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests",Bioline,25,2000,40000,20,0.8,"Standard Diagnostics, Korea",624,4756.06,78.4
41162,Nigeria,PMO - US,Direct Drop,EXW,Air,28-Jun-11,28-Jun-11,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",SKU0016,"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",Stat-Pak,20,1286,37294,29,1.45,Chembio Diagnostics Sys. Inc.,482,2386.35,61.54
41184,South Africa,PMO - US,Direct Drop,DDP,Air,25-Nov-10,8-Dec-10,ARV,Adult,Aurobindo Pharma Limited,SKU0029,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Generic,30,59681,412395.71,6.91,0.23,"Aurobindo Unit III, India",5200,5953.37,889.13
41201,South Africa,PMO - US,Direct Drop,DDP,Truck,8-Dec-09,8-Dec-09,ARV,Adult,S. BUYS WHOLESALER,SKU0003,"Lamivudine 150mg, tablets, 60 Tabs",Generic,60,46,470.75,10.23,0.17,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,0.92
41214,Tanzania,PMO - US,Direct Drop,EXW,Air,4-Oct-13,4-Oct-13,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),SKU0132,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Generic,30,216755,2653081.2,12.24,0.41,Mylan (formerly Matrix) Nashik,28678,118541.26,3281.86
41222,Kenya,PMO - US,Direct Drop,EXW,Air,17-Jan-12,17-Jan-12,HRDT,HIV test,"Orgenics, Ltd",SKU0002,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",Determine,100,6100,542900,89,0.89,"Alere Medical Co., Ltd.",3497,40917.19,895.78
41232,Haiti,PMO - US,Direct Drop,EXW,Air,25-Aug-14,25-Aug-14,ARV,Adult,HETERO LABS LIMITED,SKU0007,"Nevirapine 200mg, tablets, 60 Tabs",Generic,60,10050,21909,2.18,0.04,Hetero Unit III Hyderabad IN,659,5586.53,22.52
41238,Afghanistan,PMO - US,Direct Drop,EXW,Air,12-Jul-15,12-Jul-15,ANTM,Malaria,IMRES B.V.,SKU0043,"Quinine 600mg/2ml (as dihydrochloride), injection, 2ml x 100 Ampules",Generic,100,32,800,25,0.25,"Gland Pharma, Hyderabad, IN",68,555.49,0.94
41260,Vietnam,PMO - US,Direct Drop,EXW,Air,23-Mar-15,23-Mar-15,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),SKU0113,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Generic,30,21384,217047.6,10.15,0.34,Mylan (formerly Matrix) Nashik,2406,4219.32,223.12
41279,South Africa,PMO - US,Direct Drop,DDP,Truck,24-Aug-15,24-Aug-15,ARV,Pediatric,PHARMACY DIRECT,SKU0144,"Atazanavir 150mg [Reyataz], capsules, 60 Caps",Reyataz,60,3,47.7,15.9,0.26,"BMS Evansville, US",Weight Captured Separately,Freight Included in Commodity Cost,0.05
41282,Uganda,PMO - US,Direct Drop,EXW,Air,7-Nov-13,7-Nov-13,HRDT,HIV test,BIO-RAD LABORATORIES (FRANCE),SKU0163,"HIV, Multispot HIV-1/HIV-2 Rapid Test Kit, 50 Tests",Multispot,50,31,38750,1250,25,Bio-Rad Laboratories,43,1324.43,47.93
41288,South Africa,PMO - US,Direct Drop,DDP,Ocean,2-Sep-11,2-Sep-11,ARV,Adult,STRIDES ARCOLAB LIMITED,SKU0003,"Lamivudine 150mg, tablets, 60 Tabs",Generic,60,75000,182250,2.43,0.04,"Strides, Bangalore, India.",3347,7414.66,300.71
41298,Mozambique,PMO - US,Direct Drop,FCA,Air,6-May-15,6-May-15,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),SKU0110,"Ritonavir 100mg [Norvir], film coated tablets, 60 Tabs",Norvir,60,120,822,6.85,0.11,ABBVIE Ludwigshafen Germany,Weight Captured Separately,Invoiced Separately,0.97
41301,South Africa,PMO - US,Direct Drop,DDP,Truck,12-Feb-15,12-Feb-15,ARV,Adult,PHARMACY DIRECT,SKU0115,"Etravirine 100mg [Intelence], tablets, 120 Tabs",Intelence,120,2,51.19,25.6,0.21,"Janssen-Cilag, Latina, IT",Weight Captured Separately,Freight Included in Commodity Cost,0.05
41302,Haiti,PMO - US,Direct Drop,EXW,Air,11-Mar-15,11-Mar-15,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),SKU0113,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Generic,30,75000,768000,10.24,0.34,Mylan (formerly Matrix) Nashik,9057,55886.43,789.5
41304,Zimbabwe,PMO - US,Direct Drop,FCA,Air,22-Apr-15,22-Apr-15,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),SKU0045,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Generic,60,19922,118336.68,5.94,0.1,ABBVIE Ludwigshafen Germany,3991,34670.93,139.28
41368,Haiti,PMO - US,Direct Drop,FCA,Air,29-Jun-10,29-Jun-10,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),SKU0042,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Kaletra,300,50,1808,36.16,0.12,ABBVIE (Abbott) Logis. UK,100,3806.01,3.9
41381,Haiti,PMO - US,Direct Drop,EXW,Ocean,7-Aug-13,7-Aug-13,ARV,Adult,Aurobindo Pharma Limited,SKU0003,"Lamivudine 150mg, tablets, 60 Tabs",Generic,60,2430,5224.5,2.15,0.04,"Aurobindo Unit III, India",See ASN-18919 (ID#:14578),See ASN-18919 (ID#:14578),6.46
41399,Haiti,PMO - US,Direct Drop,EXW,Air,24-Feb-15,24-Feb-15,ARV,Adult,HETERO LABS LIMITED,SKU0029,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Generic,30,384,1363.2,3.55,0.12,Hetero Unit III Hyderabad IN,42,2391.08,1.4
41414,South Africa,PMO - US,Direct Drop,DDP,Truck,27-Aug-14,27-Aug-14,ARV,Adult,S. BUYS WHOLESALER,SKU0026,"Efavirenz 600mg, tablets, 30 Tabs",Generic,30,257,4298.6,16.73,0.56,Hetero Unit III Hyderabad IN,Weight Captured Separately,Freight Included in Commodity Cost,5.32
41418,South Africa,PMO - US,Direct Drop,DDP,Truck,28-Oct-09,28-Oct-09,ARV,Pediatric,S. BUYS WHOLESALER,SKU0076,"Stavudine 1mg/ml, powder for oral solution, 200 ml",Generic,200,4500,12317.21,2.74,0.01,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,24.14
41431,Haiti,PMO - US,Direct Drop,EXW,Air,26-Mar-15,26-Mar-15,ARV,Adult,HETERO LABS LIMITED,SKU0014,"Zidovudine 300mg, tablets, 60 Tabs",Generic,60,990,5445,5.5,0.09,Hetero Unit III Hyderabad IN,69,694.54,5.6
41444,Vietnam,PMO - US,Direct Drop,EXW,Air,22-Jun-11,22-Jun-11,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),SKU0011,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Generic,60,5070,41827.5,8.25,0.14,Mylan (formerly Matrix) Nashik,See ASN-11024 (ID#:15149),See ASN-11024 (ID#:15149),69.02
41474,Vietnam,PMO - US,Direct Drop,EXW,Air,9-Oct-12,9-Oct-12,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),SKU0058,"Abacavir 300mg, tablets, 60 Tabs",Generic,60,169,2154.75,12.75,0.21,Mylan (formerly Matrix) Nashik,See ASN-16123 (ID#:20371),See ASN-16123 (ID#:20371),3.02
41500,South Africa,PMO - US,Direct Drop,DDP,Truck,1-Apr-10,1-Apr-10,ARV,Adult,S. BUYS WHOLESALER,SKU0004,"Stavudine 30mg, capsules, 60 Caps",Generic,60,1200,5558.6,4.63,0.08,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,11.98
